Freq (MHz),P1_TX1_P2_RX1 SCD21,P1_TX2_P2_RX2 SCD21,P1_TX3_P2_RX3 SCD21,P1_TX4_P2_RX4 SCD21,P2_TX1_P1_RX1 SCD21,P2_TX2_P1_RX2 SCD21,P2_TX3_P1_RX3 SCD21,P2_TX4_P1_RX4 SCD21
50.0,-62.887997,-56.940374,-60.280737,-67.132377,-63.686334,-62.754093,-63.433223,-64.898174
100.0,-63.988752,-52.320824,-54.130055,-69.963542,-57.933163,-63.284659,-61.211158,-71.674805
150.0,-61.524443,-49.096451,-50.735768,-69.043307,-55.91812,-68.448624,-63.406333,-66.00473
200.0,-61.772982,-47.61025,-49.03733,-62.361488,-53.428844,-66.379859,-62.360392,-59.951759
250.0,-62.750033,-46.179587,-47.402121,-64.35569,-52.569006,-64.980294,-57.50306,-58.880475
300.0,-58.851225,-44.350976,-45.989412,-84.752006,-50.583615,-63.644059,-56.440359,-63.202623
350.0,-59.577687,-42.560018,-44.523897,-63.223621,-49.078256,-66.836973,-55.969564,-59.339583
400.0,-57.526747,-41.76302,-43.267346,-65.522913,-47.813148,-66.502751,-55.536844,-60.556433
450.0,-55.078022,-40.803702,-41.621533,-67.096438,-47.240066,-68.853964,-52.700523,-64.13969
500.0,-53.871696,-39.43895,-40.861536,-72.824201,-46.071548,-67.477584,-54.421887,-53.929815
550.0,-53.208125,-38.702798,-41.047968,-59.346633,-44.951452,-65.308387,-58.474611,-52.35997
600.0,-51.40814,-37.876331,-40.06963,-57.634786,-43.27985,-61.333226,-52.583131,-52.154453
650.0,-50.944121,-36.976916,-38.979798,-58.98749,-42.991352,-63.645853,-50.503754,-51.508198
700.0,-50.350214,-36.722375,-38.099913,-64.692685,-42.531693,-65.359795,-54.11186,-50.373216
750.0,-51.940619,-36.384275,-37.694424,-64.721578,-42.42463,-62.445789,-53.400733,-50.315694
800.0,-51.028179,-35.836684,-36.849906,-68.333314,-42.259649,-59.153956,-49.758675,-49.301226
850.0,-50.218092,-35.250742,-36.30962,-66.977167,-41.27074,-69.286257,-50.749758,-48.278999
900.0,-48.860199,-34.946374,-36.141978,-68.661039,-40.63611,-62.406381,-53.279593,-48.062333
950.0,-49.784886,-34.792119,-36.337457,-61.715007,-41.134496,-56.077412,-49.615952,-49.123288
1000.0,-49.781158,-34.656539,-35.99406,-61.891138,-41.78744,-57.203971,-47.16427,-48.325418
1050.0,-48.149156,-33.905553,-35.011576,-62.112286,-40.264194,-70.04918,-48.287529,-46.941599
1100.0,-48.116499,-33.266038,-34.512138,-60.999985,-39.124233,-62.472297,-51.672982,-46.590368
1150.0,-49.21015,-33.14453,-34.935648,-59.106365,-39.552817,-57.33061,-48.918705,-47.292664
1200.0,-48.727677,-32.864879,-34.548317,-57.457355,-39.976504,-58.544867,-46.310926,-48.349674
1250.0,-46.767808,-32.26756,-33.516452,-58.508164,-38.87447,-64.44034,-47.307141,-46.202252
1300.0,-46.649532,-31.838279,-33.202646,-73.253903,-37.933974,-54.668825,-51.442433,-45.64772
1350.0,-47.503502,-31.931252,-33.397205,-57.436153,-38.829438,-50.513115,-46.22782,-46.969559
1400.0,-45.873303,-31.42988,-32.799841,-53.212663,-38.710978,-49.912322,-43.540847,-48.283706
1450.0,-44.566548,-30.747911,-32.229437,-54.530765,-37.111498,-52.214167,-45.095132,-45.729423
1500.0,-44.598114,-30.871559,-32.191053,-64.478334,-36.396231,-56.524523,-50.536248,-45.332921
1550.0,-45.325682,-31.231566,-32.060841,-55.189621,-37.23426,-53.030862,-45.916334,-46.989336
1600.0,-44.734453,-30.603477,-31.743359,-50.862443,-37.564878,-50.88458,-44.1723,-46.439737
1650.0,-43.687012,-29.831505,-31.565428,-51.296308,-36.348584,-51.905762,-47.580787,-44.061727
1700.0,-43.929591,-29.957799,-31.372679,-56.725116,-36.060281,-52.254613,-52.361365,-43.064616
1750.0,-45.191481,-30.090794,-31.229463,-52.381015,-36.960836,-52.433837,-45.667879,-44.03362
1800.0,-44.181779,-29.540342,-31.104769,-47.750627,-36.492566,-55.9976,-44.84883,-44.488715
1850.0,-42.868647,-29.132965,-31.091255,-46.740093,-34.769386,-60.230768,-47.155264,-43.919689
1900.0,-43.171569,-29.204674,-30.995503,-48.60717,-34.196611,-55.674161,-50.064344,-42.767941
1950.0,-43.919514,-29.176528,-30.636197,-49.956979,-34.907681,-54.273543,-47.248967,-43.107015
2000.0,-42.86087,-28.905207,-30.28423,-47.182289,-35.122712,-59.209821,-44.57263,-44.073439
2050.0,-42.37419,-28.621807,-30.32049,-44.391446,-34.122451,-66.916415,-45.486983,-42.901936
2100.0,-43.240286,-28.506702,-30.181849,-43.973118,-33.577466,-58.923282,-50.168846,-41.585724
2150.0,-42.964127,-28.501681,-30.026748,-46.046748,-34.090837,-57.914197,-48.081925,-41.868931
2200.0,-41.636527,-28.169273,-29.888345,-46.813395,-34.516295,-66.57431,-45.254201,-42.036998
2250.0,-41.79693,-27.865353,-29.955631,-45.478441,-33.642206,-61.386035,-45.009083,-41.962907
2300.0,-43.630308,-27.68973,-29.91399,-46.297271,-32.906048,-54.24958,-47.905138,-41.523252
2350.0,-43.568561,-27.663171,-29.483109,-46.910847,-33.013281,-52.526797,-47.745237,-41.286945
2400.0,-41.35533,-27.469711,-29.17125,-47.43638,-33.327988,-58.434088,-44.795724,-41.458891
2450.0,-41.0337,-27.26171,-29.234442,-46.844242,-32.998369,-55.62787,-44.035886,-42.015843
2500.0,-41.819206,-27.320527,-29.332808,-49.464062,-32.579417,-51.253421,-44.855957,-41.439289
2550.0,-42.235094,-27.228359,-28.995204,-48.971507,-32.293892,-50.843982,-45.848434,-41.255836
2600.0,-40.62913,-26.989762,-28.535701,-47.188168,-32.490837,-54.179853,-44.414224,-41.264066
2650.0,-39.696654,-26.907889,-28.675554,-48.476506,-32.676904,-54.655077,-43.088073,-40.593011
2700.0,-40.51203,-26.846663,-28.799473,-49.710036,-32.384302,-50.976404,-43.781388,-40.451692
2750.0,-41.60454,-26.718765,-28.507824,-47.538905,-32.009131,-50.414653,-44.752679,-40.693373
2800.0,-40.324404,-26.419285,-28.19381,-49.041607,-31.926165,-51.944702,-42.906277,-40.270292
2850.0,-39.303503,-26.147567,-28.386103,-49.384661,-32.123868,-55.149323,-41.890993,-39.754729
2900.0,-40.341788,-26.125138,-28.632777,-45.428551,-32.212393,-55.850366,-43.004744,-40.273962
2950.0,-41.409522,-26.117503,-28.210046,-46.116501,-31.802371,-51.339357,-44.019466,-40.602972
3000.0,-39.964582,-25.93284,-27.621442,-51.553308,-31.347287,-50.761702,-42.266053,-40.343399
3050.0,-38.867469,-25.687841,-27.686896,-54.968958,-31.063789,-55.856455,-41.721574,-39.832233
3100.0,-39.911698,-25.892825,-28.095875,-47.71769,-31.166352,-53.660559,-42.072267,-40.454504
3150.0,-41.325151,-25.968726,-27.781281,-45.748096,-31.534685,-49.048964,-43.466995,-41.401426
3200.0,-40.361196,-25.691244,-27.326109,-47.251162,-31.582184,-51.120531,-42.929989,-40.903794
3250.0,-39.091216,-25.524486,-27.559367,-50.115942,-31.255398,-55.387121,-41.406887,-39.618076
3300.0,-39.167454,-25.660869,-27.746334,-49.157451,-31.181955,-51.361679,-41.125869,-39.214387
3350.0,-40.300671,-25.651583,-27.207467,-46.377801,-31.315605,-47.045521,-42.954864,-38.612676
3400.0,-40.487729,-25.270579,-26.784525,-47.672331,-31.295657,-48.209608,-43.921256,-38.721671
3450.0,-39.239595,-25.177283,-27.083012,-50.389801,-31.302328,-52.182988,-40.771367,-40.547585
3500.0,-39.039737,-25.374724,-27.269692,-48.765334,-31.375623,-55.831021,-40.270764,-40.725515
3550.0,-39.689538,-25.278827,-26.624893,-46.310092,-31.066511,-55.308098,-42.887928,-39.661437
3600.0,-40.062189,-24.987045,-25.976607,-46.396252,-30.858747,-56.842792,-44.052362,-40.642178
3650.0,-39.415779,-24.802023,-26.182413,-51.675878,-30.733393,-56.586471,-39.898572,-40.24061
3700.0,-38.856807,-24.905472,-26.684173,-55.316747,-30.685884,-56.172481,-39.374824,-37.574422
3750.0,-39.089591,-24.844912,-26.495453,-49.044364,-30.523744,-58.169721,-43.387226,-37.698091
3800.0,-40.035643,-24.579282,-25.975278,-47.101524,-30.545233,-62.1853,-46.245367,-39.500108
3850.0,-39.649492,-24.384629,-26.043686,-48.233563,-30.373295,-55.79829,-40.0792,-40.180633
3900.0,-39.325869,-24.792283,-26.217062,-53.675925,-30.673184,-51.925524,-39.036083,-38.66011
3950.0,-40.058442,-24.986206,-25.844119,-62.299587,-30.873846,-54.538846,-41.743599,-37.746891
4000.0,-40.733819,-24.519408,-25.527721,-52.328019,-30.11089,-60.95384,-48.331817,-37.90084
4050.0,-40.525285,-24.211301,-25.692412,-48.827779,-29.768369,-58.115294,-41.954556,-39.365273
