Freq (MHz),P1_TX1_P2_RX1 SDD11,P1_TX2_P2_RX2 SDD11,P1_TX3_P2_RX3 SDD11,P1_TX4_P2_RX4 SDD11,P2_TX1_P1_RX1 SDD11,P2_TX2_P1_RX2 SDD11,P2_TX3_P1_RX3 SDD11,P2_TX4_P1_RX4 SDD11
50.0,-30.375013,-30.486651,-29.991142,-29.299255,-29.86513,-30.135829,-30.314555,-29.702552
100.0,-34.949956,-33.875575,-34.715579,-34.089676,-33.926162,-34.073187,-36.220454,-35.492731
150.0,-37.933722,-34.674527,-34.558641,-36.840293,-37.63251,-33.743792,-35.206139,-35.026851
200.0,-34.702104,-34.348166,-34.507914,-34.281013,-33.941273,-32.908833,-33.696031,-31.743205
250.0,-40.000734,-43.024809,-47.95896,-38.752305,-42.623051,-41.973018,-42.984993,-35.977543
300.0,-45.357769,-36.108885,-36.584871,-42.530301,-37.469803,-34.07484,-33.75928,-38.060771
350.0,-32.829203,-29.080545,-30.454754,-29.580399,-30.175812,-27.705398,-28.154201,-27.617204
400.0,-29.009143,-26.976047,-27.816102,-25.578545,-27.82579,-25.966575,-26.541206,-24.880686
450.0,-31.562309,-31.701674,-32.103631,-29.32257,-31.037778,-30.912432,-30.899178,-30.819393
500.0,-41.824928,-31.945736,-33.120351,-32.157291,-34.146519,-29.26442,-29.119879,-29.173703
550.0,-26.514419,-22.619656,-23.344745,-22.498255,-24.243292,-21.667184,-22.702558,-21.493807
600.0,-25.04625,-22.106391,-23.305302,-22.479755,-23.588594,-22.098498,-23.895211,-23.361246
650.0,-30.852244,-30.257661,-32.486962,-27.443072,-31.370836,-33.675984,-43.04781,-40.861229
700.0,-29.689448,-27.099302,-25.334142,-22.900591,-28.142038,-24.612902,-23.973425,-21.820518
750.0,-23.59754,-20.9879,-20.986813,-20.486302,-22.236028,-20.320201,-21.046091,-19.920494
800.0,-23.805585,-22.194594,-22.924569,-22.360798,-23.549626,-23.065181,-25.060271,-24.825629
850.0,-30.324123,-37.703874,-33.004292,-25.096374,-40.05337,-43.343124,-36.598824,-31.355423
900.0,-28.80822,-23.900369,-23.874694,-21.954919,-25.754636,-23.075952,-23.236052,-22.067671
950.0,-23.884355,-20.208876,-21.560819,-20.796314,-22.004603,-20.773275,-22.192548,-21.492118
1000.0,-24.491077,-22.838283,-25.420474,-23.102108,-24.072941,-24.259372,-27.677325,-26.667681
1050.0,-31.081144,-43.54859,-32.682947,-26.10698,-41.065436,-41.408212,-35.551007,-29.779441
1100.0,-27.742273,-24.063332,-23.689493,-22.71619,-26.270105,-23.96456,-24.757467,-22.640951
1150.0,-22.742987,-20.795269,-22.289406,-21.284589,-21.783746,-20.725483,-23.330287,-21.83482
1200.0,-23.088929,-23.958941,-26.774647,-23.298332,-23.419533,-23.312171,-29.063485,-26.143949
1250.0,-27.338987,-34.795336,-29.979571,-24.425152,-33.36637,-38.641812,-35.465527,-25.992512
1300.0,-25.067333,-22.776672,-23.722919,-22.064585,-24.79823,-23.5171,-23.850437,-21.78563
1350.0,-21.790413,-20.789378,-23.429178,-22.212929,-20.826922,-20.547553,-23.607349,-22.73452
1400.0,-22.234606,-23.983933,-25.585484,-22.778092,-22.473583,-23.900723,-30.923426,-25.76772
1450.0,-24.281115,-26.547926,-24.366819,-21.154922,-30.338989,-31.093158,-29.371839,-23.305704
1500.0,-23.141937,-21.549577,-23.295885,-21.776175,-23.807155,-21.69902,-24.311563,-23.094889
1550.0,-21.936915,-20.797486,-24.564974,-23.773245,-21.088249,-20.930061,-26.873549,-26.15543
1600.0,-22.379761,-23.874067,-25.692644,-21.46961,-24.065695,-27.06898,-34.133275,-25.472374
1650.0,-23.283414,-25.288536,-25.234236,-21.107634,-29.540477,-27.222492,-26.982402,-24.531229
1700.0,-23.798435,-22.316907,-26.318828,-26.208363,-23.446512,-21.879927,-27.158513,-28.077004
1750.0,-24.038906,-22.511586,-28.581385,-25.920202,-22.499612,-23.251287,-34.966159,-27.75194
1800.0,-24.432627,-26.090043,-27.216806,-21.431753,-27.137747,-33.846119,-32.98104,-24.6305
1850.0,-24.25444,-24.072127,-25.509256,-23.082421,-28.405779,-26.641003,-29.422665,-26.501683
1900.0,-24.19366,-21.739733,-27.76006,-32.089596,-23.699802,-23.491585,-32.602354,-36.372802
1950.0,-25.778113,-24.150584,-37.367936,-25.640433,-24.246676,-27.409922,-40.558829,-28.601257
2000.0,-25.667483,-26.42854,-26.815152,-22.171579,-28.034697,-32.089318,-31.079737,-25.661197
2050.0,-22.736981,-22.234369,-23.949631,-24.357662,-25.063746,-24.459715,-29.450332,-29.791783
2100.0,-22.508145,-22.618117,-27.518682,-43.092656,-23.281984,-24.468298,-33.115205,-37.519621
2150.0,-26.9617,-28.92702,-42.074754,-26.231525,-26.372695,-33.023353,-33.438677,-26.400262
