Freq (MHz),P1_TX1_P2_RX1 SCD21,P1_TX2_P2_RX2 SCD21,P1_TX3_P2_RX3 SCD21,P1_TX4_P2_RX4 SCD21,P2_TX1_P1_RX1 SCD21,P2_TX2_P1_RX2 SCD21,P2_TX3_P1_RX3 SCD21,P2_TX4_P1_RX4 SCD21
50.0,-64.461337,-57.034465,-57.400596,-64.122529,-62.737932,-62.633767,-64.277871,-61.055462
100.0,-61.676316,-53.584994,-50.631273,-59.095883,-63.527884,-59.155003,-60.095728,-62.358853
150.0,-58.997005,-50.72686,-47.40064,-55.515885,-61.562234,-57.876975,-56.990891,-63.025959
200.0,-58.169963,-48.879467,-46.224746,-54.3377,-59.780112,-55.837984,-55.07697,-60.014988
250.0,-56.726915,-47.457923,-44.493967,-53.049297,-59.171261,-53.948483,-55.98457,-57.698302
300.0,-53.222749,-46.270794,-42.436275,-51.362733,-58.54685,-51.740529,-55.053265,-54.903699
350.0,-52.608845,-45.333765,-41.623061,-51.514824,-57.643642,-49.63299,-54.490443,-53.584272
400.0,-50.887023,-45.249762,-41.21078,-51.833039,-56.607583,-49.19799,-51.827071,-51.809288
450.0,-49.1652,-44.359241,-40.142455,-49.750167,-55.883874,-46.645925,-55.926252,-51.476788
500.0,-48.472731,-43.472387,-39.140824,-48.447818,-55.701087,-46.256003,-54.017539,-52.946375
550.0,-48.772543,-43.141229,-38.514642,-49.466686,-56.131367,-45.495877,-49.535189,-49.112352
600.0,-47.52546,-42.207476,-38.099616,-47.871771,-56.312407,-43.736534,-51.297799,-47.536053
650.0,-46.074272,-41.588537,-37.295792,-45.962921,-52.413432,-43.173862,-58.343354,-49.554589
700.0,-45.293324,-41.456237,-36.582867,-46.474653,-53.448354,-43.775443,-50.093147,-52.042457
750.0,-46.757779,-40.903789,-36.221054,-46.035385,-56.847557,-42.718897,-47.620964,-48.799314
800.0,-47.475777,-40.067206,-35.62224,-44.049928,-58.271718,-41.528057,-53.028,-47.831018
850.0,-46.113296,-39.449507,-35.283162,-42.789638,-56.331144,-41.759332,-53.530983,-48.884694
900.0,-44.326033,-39.393424,-34.715179,-43.503114,-53.105698,-41.922403,-46.901433,-51.366245
950.0,-44.513987,-39.457597,-34.563708,-45.045549,-50.625275,-40.903633,-45.636541,-48.236962
1000.0,-44.543541,-38.818654,-34.339798,-43.785884,-48.922052,-40.293129,-47.137713,-46.752373
1050.0,-43.339373,-38.418535,-33.679695,-42.438227,-50.647593,-40.462764,-48.041537,-47.702985
1100.0,-43.032228,-38.311087,-33.185348,-42.44999,-52.451046,-40.570174,-46.486534,-49.42323
1150.0,-43.462956,-38.394908,-33.029203,-44.12503,-50.134931,-39.783931,-47.356757,-48.579584
1200.0,-43.274273,-37.592941,-32.577378,-43.279813,-48.830151,-39.475136,-51.104515,-46.266688
1250.0,-41.535121,-36.62334,-32.024149,-41.068864,-51.88545,-40.093325,-47.972733,-46.305812
1300.0,-41.372389,-36.579374,-32.051799,-40.819551,-52.567672,-39.846465,-44.522564,-46.513784
1350.0,-41.817338,-37.859425,-32.053937,-41.510864,-47.930427,-38.945292,-45.344334,-45.628669
1400.0,-41.364297,-36.897568,-31.470802,-40.27144,-46.69525,-38.728685,-49.547826,-45.370163
1450.0,-40.39013,-35.177742,-31.201283,-39.059636,-49.447131,-39.488744,-45.257033,-47.445134
1500.0,-40.398764,-35.412354,-31.252341,-39.186776,-52.650645,-39.035377,-42.742946,-47.235202
1550.0,-41.04748,-36.552817,-30.885503,-39.752117,-47.239523,-37.82449,-44.45429,-45.908812
1600.0,-39.89013,-35.766919,-30.370375,-39.384369,-46.09707,-38.225759,-46.099778,-46.063427
1650.0,-38.497332,-34.531203,-30.398518,-38.507684,-49.921978,-39.52349,-43.318088,-48.260412
1700.0,-38.673757,-35.078858,-30.49798,-38.34873,-54.540426,-37.880352,-42.523641,-47.24346
1750.0,-39.612907,-36.282708,-30.109677,-38.254411,-49.033084,-36.737664,-44.176184,-45.765294
1800.0,-39.296126,-35.355722,-29.67829,-37.824893,-47.437241,-37.820376,-44.790631,-46.225233
1850.0,-38.292857,-34.292114,-29.650479,-37.341906,-51.093966,-38.356978,-42.956794,-47.971063
1900.0,-38.524179,-34.491482,-29.700537,-37.114281,-53.185647,-36.725865,-41.644453,-47.273842
1950.0,-39.423775,-35.102575,-29.444017,-36.660782,-47.862255,-36.075849,-42.131119,-45.111745
2000.0,-38.369528,-34.616185,-29.080684,-36.172553,-47.400281,-37.192875,-43.91417,-45.285798
2050.0,-37.38646,-33.843413,-29.043327,-35.826098,-50.775003,-37.648012,-43.068955,-48.364443
2100.0,-37.368554,-33.665342,-29.022372,-35.860028,-51.154637,-36.684621,-40.800802,-47.495708
2150.0,-37.784401,-34.178864,-28.794797,-36.039307,-48.322412,-35.901544,-40.65363,-43.888112
2200.0,-37.39799,-33.635774,-28.388403,-35.733793,-47.805962,-36.558523,-42.79363,-44.116384
2250.0,-36.891299,-32.746491,-28.316937,-35.983744,-49.900114,-37.107994,-42.666433,-46.211332
2300.0,-37.005901,-32.658561,-28.355208,-36.780999,-50.392678,-36.082386,-41.140311,-46.102894
2350.0,-37.158723,-32.993278,-28.112839,-36.774093,-48.440815,-35.201754,-40.694187,-43.837029
2400.0,-36.908846,-32.749316,-27.801743,-36.404178,-49.728722,-35.591285,-41.86477,-43.110216
2450.0,-36.828683,-32.275045,-27.707665,-36.995241,-51.273823,-35.66863,-43.024552,-43.815788
2500.0,-36.677139,-32.583521,-27.721039,-37.288465,-50.196658,-34.589258,-41.7206,-45.328448
2550.0,-36.833012,-32.920346,-27.542829,-36.872968,-49.774699,-33.901604,-40.8224,-43.447716
2600.0,-36.320256,-32.417331,-27.280366,-36.35096,-51.044847,-34.419824,-41.534698,-41.58774
2650.0,-35.393713,-31.847724,-27.275253,-36.275813,-51.064549,-34.447219,-43.165423,-42.286006
2700.0,-35.075705,-31.745063,-27.256724,-36.90147,-49.523203,-33.666632,-42.38575,-43.94626
2750.0,-35.41329,-32.224409,-27.083919,-37.460576,-47.936513,-33.241463,-40.964523,-42.671902
2800.0,-35.413659,-31.838636,-26.862646,-36.332498,-48.450504,-33.524198,-41.514767,-41.98976
