Freq (MHz),P1_TX1_P2_RX1 SDD22,P1_TX2_P2_RX2 SDD22,P1_TX3_P2_RX3 SDD22,P1_TX4_P2_RX4 SDD22,P2_TX1_P1_RX1 SDD22,P2_TX2_P1_RX2 SDD22,P2_TX3_P1_RX3 SDD22,P2_TX4_P1_RX4 SDD22
50.0,-29.8416,-29.353781,-28.623696,-28.701167,-29.581055,-29.024982,-29.218576,-29.185875
100.0,-32.244845,-31.639523,-31.29305,-31.952646,-32.171441,-31.476084,-32.692412,-32.834133
150.0,-38.82408,-38.413611,-37.323623,-36.052191,-39.667966,-38.590209,-39.931589,-36.501638
200.0,-36.137419,-35.004835,-33.453312,-34.366708,-38.493254,-36.238954,-35.718219,-35.976619
250.0,-38.657897,-35.212426,-34.388598,-41.146379,-40.596203,-36.518388,-35.58566,-40.026515
300.0,-42.784651,-36.371771,-38.313507,-36.859659,-43.725812,-37.724318,-37.535913,-42.720206
350.0,-31.846478,-29.180546,-29.313433,-27.836742,-32.634839,-29.134096,-29.733623,-28.231116
400.0,-28.071693,-26.06507,-25.994372,-25.663863,-28.363359,-25.831641,-25.98728,-24.722965
450.0,-30.439478,-28.102839,-28.69929,-32.715023,-29.614744,-27.537064,-27.223301,-28.91087
500.0,-33.541537,-27.90437,-28.696329,-27.722761,-30.793376,-26.809013,-27.145901,-26.792889
550.0,-25.072564,-22.313662,-22.19647,-20.978718,-24.002113,-21.685614,-22.574354,-20.631088
600.0,-23.846314,-22.008534,-22.309902,-22.634872,-22.879276,-21.484427,-22.145049,-21.649413
650.0,-28.502183,-26.232996,-28.565771,-36.76958,-26.013936,-24.19783,-24.822821,-26.809433
700.0,-28.559286,-23.591007,-23.69037,-21.792218,-24.986755,-22.055975,-23.089075,-21.46323
750.0,-23.272526,-20.263333,-20.533082,-19.958204,-21.254456,-19.82308,-21.00217,-19.812765
800.0,-23.360405,-21.450081,-22.735837,-25.135939,-21.456136,-20.84103,-22.174245,-23.480834
850.0,-31.182852,-28.12369,-31.163781,-31.826724,-27.164341,-24.550006,-26.042988,-29.429054
900.0,-31.041754,-23.491349,-23.584719,-22.114313,-25.740184,-22.272681,-23.723538,-22.021462
950.0,-24.197719,-20.309395,-21.382279,-21.537958,-21.547566,-20.084174,-21.902844,-21.044168
1000.0,-24.015453,-22.22758,-24.617993,-25.618536,-22.464733,-21.677614,-24.203497,-25.528342
1050.0,-30.476436,-32.638605,-39.218721,-32.029494,-31.583021,-27.81088,-29.119608,-40.738936
1100.0,-33.399589,-23.759882,-24.940757,-24.181215,-26.667117,-23.40397,-24.299405,-23.915246
1150.0,-23.669469,-19.88624,-22.163386,-21.754563,-21.164388,-19.915546,-21.751116,-21.60245
1200.0,-22.69948,-22.295922,-26.142996,-25.770518,-22.025343,-21.779918,-24.218308,-26.015548
1250.0,-27.66503,-34.648362,-41.818128,-33.748316,-30.161838,-28.128753,-29.390435,-38.073296
1300.0,-30.92347,-23.135166,-25.013325,-23.211912,-26.073127,-22.101168,-24.695383,-23.879152
1350.0,-23.723519,-20.507702,-24.057498,-23.240779,-20.944375,-19.529168,-23.490807,-23.728945
1400.0,-24.019749,-24.278653,-29.906492,-29.803848,-22.242378,-22.22945,-27.281771,-32.756776
1450.0,-29.517308,-41.609028,-33.560513,-25.921451,-31.198219,-28.826624,-31.40588,-30.506206
1500.0,-27.942766,-24.154543,-28.233426,-25.276177,-24.789299,-22.32011,-26.326902,-27.27919
1550.0,-26.970739,-22.803111,-30.203754,-32.663463,-21.355818,-21.063367,-26.820628,-34.625243
1600.0,-29.258115,-27.447337,-29.977348,-24.690919,-23.859316,-25.498639,-34.74606,-31.103301
1650.0,-26.274543,-32.833571,-27.90425,-22.660348,-36.594378,-30.503275,-32.565482,-26.508013
1700.0,-25.54296,-27.428686,-34.224093,-30.696635,-25.894257,-24.112409,-29.359008,-31.848649
1750.0,-31.773242,-26.04976,-33.202317,-27.257025,-23.193126,-24.256435,-33.748305,-30.502349
1800.0,-29.737117,-26.638893,-25.404057,-21.53807,-27.531797,-33.795625,-36.350694,-24.284754
1850.0,-23.446005,-27.05878,-25.881495,-24.310729,-37.473302,-31.571911,-30.380601,-25.669246
1900.0,-23.851252,-27.931296,-34.999785,-34.429247,-25.850753,-26.609722,-31.449347,-29.53922
1950.0,-33.30654,-28.455921,-31.189153,-23.769269,-24.909731,-30.679042,-35.024344,-25.437228
2000.0,-28.147828,-26.208855,-25.456526,-22.567647,-29.998624,-41.176155,-31.049119,-25.320156
2050.0,-22.187321,-25.097,-25.969206,-27.186813,-30.064952,-28.702271,-29.996228,-28.628996
2100.0,-22.424175,-28.593393,-30.883522,-30.584722,-25.767425,-28.710818,-29.473401,-26.600645
2150.0,-31.231428,-33.120719,-27.009333,-24.461947,-27.842077,-41.754631,-26.57609,-24.933003
2200.0,-27.430178,-24.197806,-23.894545,-23.912357,-36.788928,-31.254423,-26.127682,-26.932179
2250.0,-20.805283,-23.478828,-24.846596,-26.58973,-26.876084,-28.234149,-27.713551,-25.917352
2300.0,-21.338977,-32.347882,-25.293686,-25.723062,-25.763217,-34.53275,-24.637291,-22.621679
2350.0,-29.09297,-28.163251,-23.514125,-23.802367,-34.492599,-32.702562,-23.183401,-23.067338
2400.0,-23.305203,-22.648221,-23.253623,-25.412341,-29.012114,-27.721604,-25.622151,-25.349679
2450.0,-19.419738,-25.068065,-23.8355,-28.340525,-23.743184,-31.693846,-26.110451,-23.700868
2500.0,-20.973964,-35.195787,-23.226619,-25.022972,-24.555756,-33.547853,-23.022915,-21.856556
2550.0,-26.3299,-25.480452,-23.632335,-24.217037,-29.791908,-27.177555,-23.591266,-22.977361
2600.0,-22.309134,-23.290371,-25.415339,-28.759499,-25.637453,-28.030841,-27.705625,-25.603861
2650.0,-19.991151,-26.612269,-25.397014,-34.989836,-22.631828,-34.108203,-26.679756,-23.232521
2700.0,-22.299665,-40.392818,-24.723242,-28.226568,-24.3559,-29.866939,-24.349229,-21.682235
