Freq (MHz),P1_TX1_P2_RX1 SDD22,P1_TX2_P2_RX2 SDD22,P1_TX3_P2_RX3 SDD22,P1_TX4_P2_RX4 SDD22,P2_TX1_P1_RX1 SDD22,P2_TX2_P1_RX2 SDD22,P2_TX3_P1_RX3 SDD22,P2_TX4_P1_RX4 SDD22
50.0,-29.611217,-29.605936,-29.091636,-29.295037,-29.418258,-29.621292,-29.317943,-29.408531
100.0,-31.981165,-31.993301,-32.272369,-32.94677,-31.894198,-32.6546,-32.660855,-33.417374
150.0,-38.302317,-37.210306,-38.423578,-35.939322,-38.424075,-40.309096,-39.385058,-38.314906
200.0,-35.602613,-34.265398,-33.333836,-33.947135,-37.247726,-36.972307,-35.812269,-37.50809
250.0,-39.507328,-35.413154,-33.928363,-39.371021,-39.774869,-37.187091,-35.824251,-40.565211
300.0,-42.134298,-39.319392,-39.998886,-42.733038,-43.700376,-41.722183,-39.32705,-48.363027
350.0,-32.60927,-29.862822,-30.458967,-28.564302,-32.580553,-30.477179,-30.034067,-29.17517
400.0,-29.604137,-26.135368,-26.225271,-25.11998,-28.422476,-26.195778,-25.893003,-25.044427
450.0,-32.977314,-28.69967,-28.235125,-30.041587,-29.494656,-27.656954,-27.105139,-28.680973
500.0,-32.809957,-29.723214,-30.050393,-30.023463,-30.346006,-27.52948,-27.133922,-28.071054
550.0,-25.038992,-22.278164,-22.822129,-21.376782,-23.924187,-21.894868,-22.252358,-21.426697
600.0,-24.412383,-21.381207,-22.308795,-22.017992,-22.79901,-21.2648,-21.566343,-22.251024
650.0,-29.18604,-25.86796,-27.723297,-34.129424,-25.505352,-23.947517,-23.946807,-26.724682
700.0,-27.350069,-24.955377,-24.594271,-23.556783,-24.893853,-22.736043,-22.880787,-21.761462
750.0,-23.153228,-20.427987,-20.96329,-20.789606,-21.650448,-20.263366,-20.914684,-20.271829
800.0,-23.927875,-20.850448,-22.573283,-24.881398,-21.903704,-20.938928,-21.91779,-23.791232
850.0,-32.537338,-27.520596,-31.840942,-37.255313,-27.128187,-25.194404,-25.834863,-29.048861
900.0,-27.849958,-24.80187,-24.968959,-24.058737,-24.892387,-23.635124,-23.928828,-22.643093
950.0,-23.377137,-20.565337,-22.003242,-22.778626,-21.40028,-20.67861,-21.964618,-22.030739
1000.0,-24.528365,-21.662927,-24.562329,-25.745518,-22.566478,-21.484037,-23.995131,-27.237536
1050.0,-35.644313,-31.005017,-35.751452,-32.663174,-31.764142,-26.757909,-29.58081,-36.480471
1100.0,-29.286017,-25.0108,-25.265942,-26.011986,-26.898836,-24.818935,-25.364693,-24.157373
1150.0,-23.288194,-20.058657,-21.983492,-22.476196,-21.784357,-21.01264,-22.506955,-22.561906
1200.0,-24.493806,-21.534898,-24.952132,-25.179653,-23.270423,-22.598786,-25.094952,-28.479161
1250.0,-37.342301,-30.904778,-40.597703,-35.058593,-32.436278,-28.575998,-30.362074,-32.820643
1300.0,-26.068576,-24.393071,-26.058896,-25.196455,-24.572391,-22.91078,-24.733171,-23.308177
1350.0,-22.161874,-20.754752,-24.007068,-24.687113,-20.79722,-20.311187,-23.46417,-24.342171
1400.0,-25.177739,-23.434989,-28.588575,-29.673301,-22.794823,-22.951068,-26.899698,-39.407923
1450.0,-42.587475,-45.840766,-38.458182,-26.094042,-31.653681,-28.725448,-30.636246,-27.61857
1500.0,-24.911054,-25.151052,-28.956313,-26.40651,-24.041836,-22.428964,-26.792665,-26.051936
1550.0,-23.826558,-22.691638,-29.781313,-36.732622,-21.4405,-21.372706,-28.104927,-36.090251
1600.0,-30.21898,-26.474817,-31.922959,-24.774135,-24.604039,-26.07146,-40.383717,-28.623285
1650.0,-30.506609,-36.514025,-29.271487,-22.840821,-34.542053,-28.623011,-31.576208,-24.677858
1700.0,-25.683922,-28.40819,-32.957745,-30.809612,-25.118745,-23.059344,-29.670643,-30.449303
1750.0,-27.334073,-26.885676,-36.9632,-26.382285,-23.309118,-23.429219,-37.539145,-32.404816
1800.0,-33.106866,-29.854499,-27.424175,-21.131946,-29.089941,-33.107382,-33.879197,-24.04257
1850.0,-27.483829,-30.331688,-26.984914,-23.614798,-34.898387,-29.577617,-29.050748,-25.904301
1900.0,-25.766889,-28.325373,-34.960261,-29.92713,-25.034081,-24.646809,-31.381893,-36.160917
1950.0,-28.808304,-29.027903,-32.113107,-22.762733,-25.199497,-27.88001,-36.063364,-25.909013
2000.0,-30.310875,-29.636089,-26.071286,-21.80905,-33.662789,-48.535128,-30.112147,-24.466834
2050.0,-26.057101,-27.751171,-26.05331,-25.774589,-29.488793,-27.584688,-28.82471,-29.205489
2100.0,-25.078661,-29.06222,-29.969377,-26.737049,-24.7457,-26.281901,-29.605689,-31.001094
2150.0,-30.742701,-42.850855,-27.478423,-22.853377,-27.569888,-34.500057,-27.711181,-25.629505
2200.0,-30.607246,-27.869456,-24.307883,-23.306215,-42.308626,-32.901735,-26.686296,-25.472109
2250.0,-23.475854,-25.493435,-24.840485,-26.099167,-26.315039,-26.817165,-26.601727,-27.639275
2300.0,-24.05923,-31.215622,-24.278085,-23.128768,-25.188071,-29.448058,-23.919761,-25.704961
2350.0,-37.293034,-31.499695,-22.248146,-21.311639,-32.665553,-36.727148,-23.303431,-24.049048
2400.0,-26.046973,-25.601472,-22.224081,-23.12814,-29.551407,-28.420821,-25.13592,-24.497283
2450.0,-22.271691,-27.266489,-23.43135,-25.387292,-24.747109,-28.76858,-23.752332,-25.340376
2500.0,-25.668076,-30.4514,-22.397259,-22.161484,-26.296874,-35.21709,-21.760363,-24.065787
2550.0,-32.928303,-26.905265,-22.123563,-21.449944,-32.364405,-29.591104,-23.102654,-23.490008
2600.0,-23.507513,-26.777486,-24.294625,-25.338615,-26.571973,-28.107747,-25.867218,-25.249319
2650.0,-22.458758,-31.060183,-25.274825,-30.86096,-24.181412,-31.475772,-23.449337,-26.004003
2700.0,-28.060717,-33.508307,-23.513487,-24.777824,-27.051812,-32.76461,-22.39445,-24.332066
2750.0,-30.999052,-28.640775,-23.216609,-23.826555,-30.079222,-30.369154,-24.260931,-25.916899
2800.0,-24.012235,-28.708405,-26.60867,-29.828976,-25.250918,-31.590878,-29.144599,-33.25422
2850.0,-24.15192,-35.567454,-27.440712,-35.085298,-25.113087,-34.49887,-25.217506,-28.399485
2900.0,-32.441936,-30.542243,-22.795611,-24.502304,-30.288722,-33.930658,-22.391781,-29.837719
2950.0,-29.578262,-23.506009,-21.941316,-23.449659,-28.788449,-30.260719,-24.545711,-40.251708
3000.0,-23.942257,-22.560939,-26.489837,-28.765,-25.786486,-32.89399,-39.676505,-25.333251
3050.0,-25.471811,-27.998243,-33.943989,-35.642096,-29.01926,-36.683846,-26.399359,-23.585123
3100.0,-38.521311,-27.966707,-24.187302,-26.365801,-32.321343,-26.602512,-23.276191,-29.17445
3150.0,-27.035435,-23.492755,-23.749438,-25.797473,-26.055091,-26.012832,-28.336337,-33.595526
3200.0,-24.239752,-26.45608,-31.062094,-28.127742,-26.751195,-37.43661,-33.21213,-25.007762
3250.0,-28.656148,-45.844046,-32.742513,-34.004356,-34.048082,-28.484322,-24.338761,-25.244412
3300.0,-39.36906,-26.949304,-25.507107,-34.782858,-29.967905,-24.473043,-26.001291,-36.836998
3350.0,-27.682166,-26.127353,-25.587908,-25.939814,-27.743559,-28.38014,-39.228402,-28.651714
3400.0,-28.034076,-32.843354,-30.190067,-24.104868,-31.275309,-37.558584,-26.090344,-23.636518
3450.0,-35.671379,-33.785021,-38.945331,-27.68882,-36.961683,-26.087606,-24.201615,-25.727448
3500.0,-34.168187,-31.398599,-30.358538,-28.808732,-30.901333,-25.314594,-30.782423,-34.056622
3550.0,-30.731736,-34.059101,-26.383812,-22.015502,-30.376727,-30.436327,-31.978043,-23.190111
3600.0,-31.476675,-29.083757,-25.964829,-21.375862,-37.393792,-27.612333,-23.473089,-20.452031
3650.0,-30.327787,-28.117615,-31.41198,-27.973955,-34.274257,-22.154627,-23.365115,-23.930846
3700.0,-29.670426,-30.65766,-33.799229,-26.093496,-26.842377,-22.379741,-32.06658,-28.147646
3750.0,-32.697782,-27.335013,-23.951958,-20.622973,-26.873913,-31.791967,-27.169008,-20.765621
3800.0,-30.1447,-24.809509,-21.932607,-22.126826,-43.243458,-25.763831,-21.176431,-20.54983
3850.0,-26.547391,-24.847776,-25.583459,-32.077127,-25.96411,-20.131563,-22.300178,-26.286301
3900.0,-26.561971,-27.877118,-36.098391,-25.242608,-21.933955,-22.018787,-36.981215,-25.753702
3950.0,-31.285336,-28.971943,-21.818866,-21.713461,-25.581781,-36.24582,-22.342998,-21.684869
4000.0,-28.942332,-23.119734,-20.033379,-23.987796,-31.545169,-20.860913,-19.076097,-23.467998
4050.0,-22.771364,-21.473656,-25.348462,-30.809219,-20.545173,-17.859579,-22.122878,-29.639464
4100.0,-22.562246,-26.567547,-27.444678,-27.689597,-19.881355,-21.148175,-28.549194,-28.271632
4150.0,-31.222613,-29.955626,-19.552778,-25.092095,-27.340634,-27.562908,-19.967821,-25.613099
4200.0,-25.702613,-20.614316,-19.584476,-26.097049,-23.923094,-19.355151,-18.900673,-27.686037
4250.0,-19.628545,-20.357426,-25.136631,-28.690517,-18.306687,-18.119531,-23.472736,-35.209508
4300.0,-20.848348,-28.493726,-25.237427,-31.75441,-19.3872,-22.736743,-25.783293,-33.674727
4350.0,-32.909642,-25.237425,-20.345763,-27.873371,-27.544805,-24.793517,-20.319488,-28.779184
4400.0,-22.61056,-19.721506,-20.514241,-25.403127,-22.999769,-18.602103,-19.983893,-28.527913
4450.0,-18.509989,-20.602365,-24.864622,-27.971323,-18.183885,-17.800217,-24.333787,-35.807076
4500.0,-20.10037,-28.961618,-27.305018,-41.287767,-18.855296,-22.341697,-26.349085,-37.690421
4550.0,-31.235298,-26.060779,-22.062071,-31.307634,-25.471838,-26.924572,-21.553146,-32.0285
4600.0,-22.100517,-20.38533,-21.029943,-27.165289,-22.360577,-19.167596,-21.383347,-34.151081
4650.0,-17.707839,-20.96354,-25.211777,-29.623508,-16.698023,-18.190894,-27.873417,-40.510191
