Freq (MHz),P1_TX1_P2_RX1 SCD21,P1_TX2_P2_RX2 SCD21,P1_TX3_P2_RX3 SCD21,P1_TX4_P2_RX4 SCD21,P2_TX1_P1_RX1 SCD21,P2_TX2_P1_RX2 SCD21,P2_TX3_P1_RX3 SCD21,P2_TX4_P1_RX4 SCD21
50.0,-62.235481,-64.08499,-64.032997,-59.559891,-66.493235,-63.439271,-63.981059,-63.190675
100.0,-59.401601,-62.173514,-62.440518,-56.105463,-64.500555,-62.756857,-64.736612,-60.108973
150.0,-56.727136,-65.259586,-59.57842,-52.949774,-66.777955,-61.632476,-70.954469,-54.781954
200.0,-55.084303,-66.837557,-55.836292,-50.189059,-63.840347,-57.721688,-71.405317,-52.428392
250.0,-54.338776,-76.730657,-52.581371,-48.334588,-63.26964,-56.753854,-74.339759,-50.28357
300.0,-53.718041,-74.966065,-50.87139,-46.922357,-67.017064,-58.046803,-69.595406,-51.047467
350.0,-51.139438,-75.776747,-50.534694,-45.975824,-66.600525,-53.859966,-70.414999,-48.016878
400.0,-50.95499,-63.591752,-48.556395,-44.344827,-67.092885,-49.132748,-63.82455,-48.238434
450.0,-50.891122,-65.497009,-46.832513,-42.560963,-63.906711,-49.632784,-60.676674,-48.653167
500.0,-51.091202,-58.799458,-45.769974,-41.937572,-61.281373,-49.515491,-58.6193,-45.502492
550.0,-49.413763,-59.781994,-45.598851,-41.573786,-65.429043,-48.873961,-59.894593,-44.941067
600.0,-49.505358,-57.737083,-44.095662,-39.935005,-64.432039,-49.921265,-62.205957,-45.174654
650.0,-49.707577,-55.53875,-42.957563,-38.98409,-69.098991,-50.734837,-56.174807,-43.595127
700.0,-48.638391,-59.065556,-42.68626,-39.086655,-66.932759,-47.225096,-51.591033,-41.939533
750.0,-46.51816,-58.553317,-42.290664,-38.885697,-61.914784,-46.138611,-53.289208,-41.458249
800.0,-47.261872,-54.789069,-41.82918,-37.814032,-60.05086,-47.700222,-64.013876,-41.554582
850.0,-47.742007,-54.769126,-41.396777,-37.117007,-57.308575,-46.026732,-55.582067,-41.137049
900.0,-47.15263,-57.393616,-41.125518,-37.144049,-60.264549,-45.024335,-52.133043,-39.981729
950.0,-45.406787,-61.695847,-40.843326,-36.989959,-63.331823,-45.365557,-54.917473,-40.009472
1000.0,-45.564918,-56.477173,-40.146586,-35.901118,-64.888744,-45.795478,-76.608873,-39.760903
1050.0,-46.897283,-54.591936,-39.467163,-35.114508,-59.731254,-44.007279,-53.882659,-39.295376
1100.0,-45.088769,-55.895247,-39.666303,-35.104066,-56.761152,-42.589686,-51.178464,-38.920792
1150.0,-43.121665,-62.406302,-40.247782,-35.263889,-62.510091,-43.496855,-53.681569,-38.987274
1200.0,-43.375593,-54.955758,-39.134701,-34.483511,-63.332665,-44.229637,-66.548053,-39.27094
1250.0,-44.737409,-51.919432,-38.024066,-33.788984,-62.662005,-42.576475,-51.792984,-38.486812
1300.0,-43.941118,-55.652592,-38.331554,-33.766325,-61.656514,-41.424316,-48.716533,-37.952684
1350.0,-42.459854,-62.976064,-38.610071,-33.864648,-75.176589,-41.926646,-54.106534,-37.900277
1400.0,-42.718905,-50.50279,-37.265069,-33.129695,-59.181555,-42.622298,-56.52955,-37.772896
1450.0,-44.32287,-47.297235,-36.783497,-32.54408,-54.46489,-40.890919,-47.530558,-36.889426
1500.0,-44.049086,-51.243121,-37.520904,-32.578443,-55.319003,-40.380427,-46.553062,-36.313626
1550.0,-42.220275,-56.9692,-37.617851,-32.59789,-62.870681,-41.578488,-51.824007,-36.451904
1600.0,-42.185813,-49.31825,-36.440005,-31.967407,-56.288362,-41.434465,-52.894263,-36.405129
1650.0,-43.2871,-47.895134,-35.880461,-31.394748,-50.740105,-39.262169,-46.699436,-35.718178
1700.0,-43.044541,-51.477502,-36.130873,-31.382831,-50.852738,-39.087327,-46.621013,-35.430977
1750.0,-41.311953,-59.52904,-36.302222,-31.38822,-56.140278,-40.569401,-50.521481,-35.431351
1800.0,-40.781704,-48.590721,-35.976277,-30.948862,-58.073046,-39.799904,-49.184432,-35.306518
1850.0,-41.999868,-47.601424,-35.742115,-30.559339,-52.198881,-38.311216,-45.941739,-34.946028
1900.0,-41.915568,-52.305892,-35.64184,-30.432535,-51.560158,-38.335275,-45.476855,-34.560266
1950.0,-40.49238,-55.565806,-35.319816,-30.289545,-58.376438,-39.078146,-47.352435,-34.609397
2000.0,-40.733448,-48.843142,-35.053135,-29.87101,-53.4825,-38.794583,-51.492421,-34.676458
