Freq (MHz),P1_TX1_P2_RX1 SDD22,P1_TX2_P2_RX2 SDD22,P1_TX3_P2_RX3 SDD22,P1_TX4_P2_RX4 SDD22,P2_TX1_P1_RX1 SDD22,P2_TX2_P1_RX2 SDD22,P2_TX3_P1_RX3 SDD22,P2_TX4_P1_RX4 SDD22
50.0,-29.59385,-29.351036,-29.251891,-29.411454,-29.445191,-29.394425,-29.138649,-29.223193
100.0,-31.957978,-31.530331,-32.916705,-33.373067,-32.048767,-32.136166,-32.331835,-32.901261
150.0,-36.848899,-36.381762,-37.836017,-35.273808,-39.957106,-39.663059,-39.102411,-37.987339
200.0,-34.550075,-34.389176,-33.408328,-34.072446,-38.244081,-36.081047,-35.285181,-37.143789
250.0,-38.623272,-36.856959,-36.29869,-43.704857,-40.025956,-35.557648,-34.832804,-41.131531
300.0,-39.539812,-38.888118,-42.873497,-37.861398,-42.84299,-37.121347,-37.204928,-43.723373
350.0,-31.697059,-29.429635,-30.693302,-28.698705,-32.800003,-29.291365,-30.20918,-29.017997
400.0,-29.285711,-26.265687,-27.251305,-26.023495,-28.662259,-25.484394,-26.26292,-25.261976
450.0,-32.903689,-29.024079,-30.396777,-32.502935,-29.563976,-26.683665,-27.006683,-28.788998
500.0,-31.761224,-29.774891,-30.320954,-29.061138,-29.601719,-27.362621,-26.38343,-26.774703
550.0,-24.622458,-22.68991,-23.091959,-21.557009,-23.781377,-22.344529,-22.329583,-20.978791
600.0,-24.3606,-22.106195,-23.288986,-22.992867,-23.035347,-21.76051,-21.99809,-21.982391
650.0,-30.500772,-26.900623,-30.086863,-38.048451,-26.596361,-24.062639,-24.304474,-27.113057
700.0,-27.315042,-24.415225,-23.841796,-22.407613,-25.240144,-22.441775,-22.728643,-22.071669
750.0,-22.746806,-20.454728,-20.864241,-20.618755,-21.437855,-20.246613,-20.974274,-20.416963
800.0,-23.776532,-21.47203,-23.546644,-26.487128,-21.676323,-20.920534,-22.112148,-23.804232
850.0,-33.391865,-28.370786,-30.89603,-30.122821,-27.232459,-24.109646,-25.218557,-28.355425
900.0,-26.498159,-23.391836,-22.676048,-21.944329,-25.534843,-22.755019,-23.195307,-22.512338
950.0,-22.43169,-20.081506,-21.168194,-22.307715,-21.772681,-20.694037,-21.701082,-21.89357
1000.0,-23.995867,-21.865993,-25.347361,-28.980758,-23.041477,-21.854807,-23.979505,-26.882185
1050.0,-37.797737,-31.65157,-32.200744,-30.149483,-32.93712,-27.348045,-29.731967,-36.95202
1100.0,-27.08399,-23.733643,-23.031658,-23.04164,-26.15583,-24.790455,-25.448326,-24.369819
1150.0,-21.892247,-19.873237,-21.494923,-22.177235,-21.349801,-21.045578,-22.626128,-22.788392
1200.0,-23.28165,-22.198715,-26.361928,-28.844236,-22.827854,-22.68454,-25.109191,-28.906016
1250.0,-36.385353,-31.355955,-29.895953,-29.640402,-32.120887,-28.29626,-29.313723,-31.266392
1300.0,-25.167891,-22.431775,-22.368425,-21.909377,-24.432931,-22.3189,-24.587827,-22.899107
1350.0,-21.148879,-20.070933,-22.451217,-23.287775,-20.460471,-19.764436,-23.774917,-23.923005
1400.0,-24.027718,-23.961908,-29.536214,-38.206427,-22.350889,-22.331041,-27.450482,-37.432735
1450.0,-42.911922,-34.379425,-27.924711,-24.4049,-31.421301,-28.376344,-29.052918,-28.054692
1500.0,-23.431711,-22.595847,-23.209957,-22.809741,-23.873487,-22.337013,-25.613741,-25.987909
1550.0,-21.680032,-21.376856,-25.3209,-31.106725,-21.086691,-21.114724,-26.908281,-33.522003
1600.0,-26.583085,-26.793444,-43.035971,-27.858476,-24.043323,-25.371612,-35.615775,-30.738729
1650.0,-36.810022,-35.880028,-28.022626,-23.217314,-34.276335,-30.804819,-33.749919,-26.831702
1700.0,-25.69161,-24.957604,-25.553552,-28.476382,-24.949447,-24.447049,-31.452416,-35.347103
1750.0,-24.964132,-24.463691,-28.455851,-31.953828,-22.893981,-24.37983,-38.765676,-29.725464
1800.0,-29.658947,-31.651536,-36.423135,-23.867922,-27.791079,-33.685238,-35.815381,-23.925614
1850.0,-29.812855,-30.090784,-30.262482,-26.382549,-35.992166,-32.439942,-31.292999,-26.869179
1900.0,-26.394478,-24.287242,-27.936711,-48.564606,-25.637283,-26.813526,-34.415419,-32.892562
1950.0,-26.555159,-25.289494,-31.684441,-26.456795,-25.401234,-29.940962,-33.481121,-24.154907
2000.0,-28.153849,-33.043356,-37.795992,-25.462709,-31.738241,-37.624784,-29.586205,-23.624307
2050.0,-27.502058,-27.486044,-29.437621,-31.647508,-28.271155,-29.77386,-30.247621,-29.592149
