Freq (MHz),P1_TX1_P2_RX1 SDD11,P1_TX2_P2_RX2 SDD11,P1_TX3_P2_RX3 SDD11,P1_TX4_P2_RX4 SDD11,P2_TX1_P1_RX1 SDD11,P2_TX2_P1_RX2 SDD11,P2_TX3_P1_RX3 SDD11,P2_TX4_P1_RX4 SDD11
50.0,-30.011881,-30.550877,-30.062038,-29.393288,-29.636129,-30.054849,-29.991088,-29.67449
100.0,-33.821573,-34.00829,-35.033451,-34.235072,-33.210847,-34.086396,-34.884388,-35.426901
150.0,-38.301391,-34.124179,-35.303076,-36.484359,-36.579004,-35.09837,-34.476521,-35.052884
200.0,-35.871785,-33.814216,-35.34363,-33.791117,-33.191709,-33.729195,-33.065647,-31.960586
250.0,-44.680456,-43.38361,-45.437017,-37.81941,-40.645324,-41.808729,-43.589407,-36.768056
300.0,-39.725269,-35.28594,-36.685939,-44.847309,-38.249461,-35.093794,-33.779977,-36.228188
350.0,-31.137202,-28.083645,-30.434523,-29.214458,-29.579947,-27.529595,-27.653505,-27.14628
400.0,-28.544029,-25.828506,-27.171593,-25.139142,-27.151041,-25.224822,-26.310905,-24.699551
450.0,-32.108245,-29.633741,-30.501646,-28.879478,-30.837382,-29.825953,-32.168883,-30.835374
500.0,-38.430938,-33.738047,-34.602474,-31.41827,-35.304073,-30.852808,-28.751562,-28.72199
550.0,-25.846808,-22.979267,-23.456198,-21.845264,-23.955171,-21.725103,-21.877761,-21.115651
600.0,-24.859588,-22.175302,-22.982155,-21.735338,-23.258319,-21.700487,-22.683501,-22.637314
650.0,-31.453226,-30.198568,-31.996105,-28.320647,-31.250073,-31.828565,-35.768924,-36.571884
700.0,-27.8314,-26.743139,-26.376194,-24.060502,-27.42233,-24.994593,-24.509016,-22.218752
750.0,-22.273717,-20.425079,-21.148893,-20.420785,-21.42462,-20.247111,-20.89989,-20.13506
800.0,-22.595879,-21.196112,-22.74179,-21.588743,-22.294801,-22.605696,-24.226577,-24.79935
850.0,-29.375901,-32.791464,-34.757061,-25.193684,-33.477209,-51.054656,-41.959758,-30.620573
900.0,-28.627161,-24.466947,-24.028246,-22.879094,-26.496434,-23.188372,-23.899618,-21.962114
950.0,-23.00477,-20.011212,-21.081676,-21.099739,-21.862889,-20.320539,-22.325471,-21.254905
1000.0,-23.332184,-22.06412,-24.2068,-22.835556,-23.145653,-23.075585,-27.257103,-26.0907
1050.0,-29.953658,-36.381297,-37.593682,-26.444647,-33.299685,-42.868989,-37.729552,-30.600053
1100.0,-28.637155,-23.699682,-24.85445,-23.366772,-26.882788,-24.423147,-24.935874,-22.957551
1150.0,-22.530908,-19.770729,-22.290112,-21.319705,-21.690523,-20.331494,-23.058303,-21.758779
1200.0,-22.345614,-21.786775,-25.401335,-22.765519,-22.646955,-22.32346,-28.027578,-25.190996
1250.0,-26.409955,-31.111312,-30.381885,-24.397943,-29.110339,-35.732754,-35.934895,-25.469957
1300.0,-25.562866,-23.467786,-24.748447,-22.40098,-25.00111,-23.432801,-23.978292,-21.954514
1350.0,-21.720128,-20.228124,-23.3683,-21.873115,-21.059463,-19.807921,-23.499145,-22.847129
