Freq (MHz),P1_TX1_P2_RX1 SDD11,P1_TX2_P2_RX2 SDD11,P1_TX3_P2_RX3 SDD11,P1_TX4_P2_RX4 SDD11,P2_TX1_P1_RX1 SDD11,P2_TX2_P1_RX2 SDD11,P2_TX3_P1_RX3 SDD11,P2_TX4_P1_RX4 SDD11
50.0,-29.892549,-30.460973,-29.723356,-29.658907,-29.727067,-30.086058,-30.058622,-29.484842
100.0,-33.759276,-34.2721,-34.333885,-35.557128,-33.640105,-34.24937,-35.179071,-34.791102
150.0,-39.959692,-35.413162,-35.849098,-36.260787,-35.907801,-34.834572,-34.157308,-35.18465
200.0,-35.971698,-34.961178,-35.296584,-33.934983,-32.60276,-33.975734,-33.271638,-32.168685
250.0,-41.699343,-45.504137,-46.146495,-39.098078,-40.560592,-46.741444,-43.986927,-37.547303
300.0,-44.105587,-35.790194,-39.142322,-42.163279,-37.776299,-33.765511,-32.399477,-35.93611
350.0,-32.657369,-28.659857,-30.859279,-30.10599,-29.966225,-27.614653,-27.522012,-26.606804
400.0,-29.457713,-26.436893,-27.534276,-26.128783,-28.079244,-25.839667,-26.561302,-24.20767
450.0,-33.129868,-30.560646,-31.581922,-30.316451,-32.218358,-30.175126,-31.568661,-30.205941
500.0,-36.723938,-33.452775,-33.836131,-31.262012,-33.844766,-30.331227,-29.027674,-28.72709
550.0,-25.456034,-23.136901,-23.46285,-22.189971,-24.375825,-22.573763,-22.825542,-20.80046
600.0,-24.420743,-22.585094,-23.406976,-22.260142,-24.299316,-23.278385,-24.316755,-22.06689
650.0,-29.749399,-31.237148,-32.236789,-27.624053,-34.487015,-36.82073,-40.364113,-40.235523
700.0,-29.070044,-26.112643,-25.312943,-23.458714,-26.489035,-23.607,-23.234415,-22.394498
750.0,-23.614511,-20.47317,-21.25025,-20.875803,-21.650333,-20.14899,-20.646205,-19.684051
800.0,-23.994906,-21.587292,-23.495159,-22.715114,-23.374072,-23.367825,-24.810753,-23.539078
850.0,-30.451692,-35.466512,-32.917469,-25.793713,-40.163918,-40.841641,-36.07103,-33.684401
900.0,-28.189092,-23.945231,-23.22462,-22.681346,-25.04714,-22.777436,-22.97925,-22.607283
950.0,-23.801589,-19.853548,-21.187396,-21.446087,-21.684695,-20.929328,-22.071165,-21.122445
1000.0,-24.692147,-22.029525,-25.079083,-23.715435,-23.9213,-25.112543,-28.019957,-24.968188
1050.0,-31.961926,-38.055879,-34.573082,-26.555124,-39.16803,-36.161778,-33.793468,-31.909934
1100.0,-27.660911,-24.275775,-24.143652,-23.378105,-25.76623,-23.092813,-24.201104,-23.629109
1150.0,-22.697592,-20.323939,-22.541102,-22.210615,-21.563429,-20.508458,-23.095434,-21.643906
1200.0,-23.209533,-22.812715,-27.393281,-24.200427,-23.425432,-23.662923,-29.098583,-24.625712
1250.0,-27.367119,-35.837081,-30.0485,-24.126045,-33.029126,-47.61252,-35.598259,-26.616914
1300.0,-24.232032,-23.217955,-23.27462,-21.756388,-25.001467,-22.772296,-24.020506,-22.556019
1350.0,-21.367365,-20.266025,-23.238024,-22.333643,-21.348371,-20.050941,-23.759129,-22.536293
1400.0,-22.409075,-22.459934,-26.945291,-23.162794,-23.307121,-23.450653,-29.770678,-24.760188
1450.0,-25.02312,-27.098443,-25.867891,-21.591433,-29.175563,-31.997308,-27.820868,-24.046155
1500.0,-23.088658,-22.499387,-23.755764,-22.42941,-22.903776,-21.793252,-23.995388,-24.169848
1550.0,-21.920372,-20.82454,-25.057088,-24.222005,-21.011052,-20.927679,-26.260449,-25.598549
1600.0,-23.059904,-23.144903,-27.140964,-21.454808,-24.325123,-27.051497,-30.151634,-23.846924
1650.0,-23.99205,-26.298765,-25.928633,-21.230352,-27.490809,-27.323874,-26.017734,-23.713277
1700.0,-23.682857,-23.483594,-26.204908,-26.037152,-22.618082,-22.124183,-26.834891,-29.074219
1750.0,-24.195167,-22.699772,-29.279157,-24.620981,-22.437914,-23.791635,-32.683273,-28.500169
1800.0,-25.975782,-26.173982,-30.246655,-21.205622,-27.822355,-32.738396,-29.248656,-23.777147
1850.0,-25.650466,-26.904226,-27.164467,-23.73032,-26.855601,-25.418501,-27.507785,-24.887388
1900.0,-24.39503,-24.077245,-28.053946,-32.949858,-22.92984,-23.195946,-31.775346,-35.745619
1950.0,-25.91728,-26.127878,-39.504966,-24.851464,-24.743269,-28.061126,-35.997328,-29.373852
2000.0,-27.733609,-27.766774,-30.927342,-22.559913,-29.914756,-31.646711,-27.876177,-24.338046
2050.0,-23.810696,-23.144941,-26.632082,-26.312351,-23.714945,-23.788852,-26.925023,-26.094019
2100.0,-22.337069,-23.316199,-29.745191,-41.537278,-21.891277,-24.114556,-32.325077,-36.258726
2150.0,-25.695159,-29.226342,-37.246636,-24.626593,-25.991213,-33.067614,-30.055905,-27.534451
2200.0,-26.206121,-25.31683,-27.597004,-23.267759,-26.509918,-25.298183,-25.610845,-25.011459
2250.0,-21.190194,-22.924373,-27.365995,-30.479519,-21.262336,-22.508686,-27.628342,-27.194735
2300.0,-21.46687,-27.901353,-33.626012,-29.971543,-21.977497,-26.836174,-32.970791,-28.6726
2350.0,-27.299383,-31.00875,-29.885258,-23.321196,-28.715423,-31.74598,-26.964901,-26.668338
2400.0,-24.250514,-24.659513,-28.234735,-24.652429,-24.111603,-24.173274,-26.119746,-27.371072
2450.0,-21.080586,-26.017906,-33.515572,-37.95026,-21.153112,-24.807216,-30.934342,-29.574744
2500.0,-23.824087,-35.602892,-29.94739,-28.664863,-24.050053,-33.993692,-27.433066,-27.407724
2550.0,-31.513686,-30.670174,-27.075641,-24.644711,-33.963951,-30.427395,-25.045673,-27.207453
2600.0,-24.070718,-26.40512,-31.827789,-27.120685,-24.395415,-25.909469,-29.274928,-31.523893
2650.0,-22.528274,-27.862501,-36.39823,-45.102701,-22.440448,-28.977624,-32.092711,-31.694078
2700.0,-27.779042,-43.593363,-26.26198,-27.566409,-26.995105,-44.435677,-26.06561,-27.491005
2750.0,-33.441557,-29.276025,-25.785903,-25.233537,-37.748691,-29.19945,-26.24055,-29.286376
2800.0,-23.853661,-25.439746,-33.198033,-31.437609,-24.824878,-27.962435,-33.014289,-62.336089
2850.0,-23.141997,-28.289753,-30.830259,-30.554799,-23.529414,-33.680172,-32.232208,-29.694768
2900.0,-29.050174,-41.094486,-25.152822,-24.288101,-30.063583,-37.551024,-26.895349,-28.127794
2950.0,-35.428223,-27.54151,-26.283072,-24.640461,-32.92445,-27.498393,-29.397412,-31.910654
3000.0,-25.508642,-25.886972,-32.66785,-28.694783,-24.105792,-25.865014,-47.044614,-28.280508
3050.0,-25.974385,-32.501604,-28.359192,-29.586243,-24.675268,-31.888184,-27.913958,-26.6445
3100.0,-39.506853,-32.958947,-25.719529,-29.867296,-35.149754,-34.325152,-25.10933,-31.310048
3150.0,-28.008517,-25.574085,-26.855782,-27.915462,-29.312559,-26.294484,-29.084096,-27.419148
3200.0,-24.015526,-26.179224,-26.689207,-25.899676,-25.275428,-27.815267,-32.454968,-23.932502
3250.0,-26.102696,-33.100718,-24.988205,-28.5354,-28.208664,-30.474468,-25.070653,-26.347817
3300.0,-32.283102,-31.165433,-25.212868,-33.127587,-32.380468,-25.85672,-25.417074,-32.721405
3350.0,-26.534967,-26.381305,-24.891149,-26.014875,-27.971176,-26.010806,-31.434232,-24.417967
3400.0,-23.814713,-25.721778,-23.841429,-24.774996,-27.569301,-29.657022,-28.320599,-22.794485
3450.0,-24.452671,-27.954662,-23.760822,-29.097276,-29.620351,-27.693052,-25.28387,-27.407077
3500.0,-27.11149,-31.098311,-24.359271,-33.150343,-30.391356,-25.974535,-26.90156,-33.358568
3550.0,-27.012794,-27.023712,-24.134934,-26.486422,-28.99196,-26.625968,-27.663443,-23.090039
3600.0,-24.748691,-25.472202,-22.912884,-26.005204,-28.858809,-26.256717,-24.618274,-21.78438
3650.0,-25.824542,-26.410183,-22.624479,-32.305292,-30.466149,-24.425214,-25.414202,-27.831618
3700.0,-28.659384,-25.631597,-25.154431,-32.546201,-28.549731,-24.466324,-33.41159,-29.894339
3750.0,-26.135412,-24.529786,-24.210083,-24.409005,-27.089325,-29.37786,-28.705011,-21.357349
3800.0,-24.637779,-24.666583,-20.465112,-24.000505,-30.259394,-28.050734,-23.473299,-21.317207
3850.0,-25.153835,-23.937675,-21.280827,-30.843996,-28.580865,-22.243043,-24.646337,-28.715809
3900.0,-24.749382,-25.030612,-28.167557,-32.275955,-23.80342,-22.955116,-45.915546,-28.297004
3950.0,-24.175802,-26.23226,-21.844242,-25.12189,-24.746086,-34.73266,-25.044467,-21.789927
4000.0,-24.158614,-22.288383,-19.181299,-26.771614,-31.723931,-23.156102,-21.237016,-22.690053
4050.0,-21.842267,-20.878383,-22.856464,-37.868656,-22.290384,-18.994122,-24.121295,-30.80027
4100.0,-21.227538,-25.271074,-29.194999,-32.676042,-20.578692,-21.913415,-37.951055,-29.530456
4150.0,-24.513552,-26.731187,-20.561212,-29.606474,-25.55339,-44.294244,-21.775745,-23.371549
4200.0,-24.021418,-20.398645,-20.059164,-30.285613,-26.670461,-20.657959,-20.381592,-24.230781
4250.0,-19.560607,-20.778441,-25.826772,-30.699963,-19.908091,-18.567038,-26.365237,-33.117641
4300.0,-20.119692,-28.2262,-28.751689,-34.687361,-20.374583,-23.220515,-32.208448,-32.432366
4350.0,-25.114356,-24.844245,-22.463917,-43.899851,-29.094098,-33.436504,-21.69594,-25.917424
4400.0,-22.163252,-20.178895,-22.076524,-31.408118,-24.171688,-20.884793,-21.933849,-25.803621
4450.0,-18.537997,-20.781804,-26.310781,-28.76408,-19.27951,-19.456441,-29.783535,-34.493973
4500.0,-19.630224,-26.861532,-31.305558,-31.073374,-20.096198,-24.118154,-29.556603,-32.74767
4550.0,-24.309021,-26.514973,-23.998932,-48.809097,-28.812498,-33.58104,-23.0188,-29.500108
4600.0,-21.714922,-20.646158,-22.098853,-31.655317,-24.659052,-20.869083,-24.417966,-33.338931
4650.0,-18.095064,-20.10788,-26.572068,-27.216232,-18.194836,-18.830603,-34.667896,-29.5474
4700.0,-18.430562,-24.587598,-36.277873,-27.521146,-18.486894,-22.566975,-26.739779,-28.712766
4750.0,-23.129454,-28.306335,-24.885994,-29.68638,-27.216806,-35.460757,-24.197508,-32.740171
4800.0,-22.048463,-20.127158,-25.248506,-28.960807,-22.433411,-20.855695,-29.585791,-36.369689
4850.0,-17.324588,-19.679043,-37.085234,-25.50363,-16.653839,-19.103569,-32.36605,-29.705071
4900.0,-17.691521,-25.156944,-32.516742,-22.208886,-17.767365,-23.656818,-26.088079,-24.749609
4950.0,-23.237914,-28.641684,-29.560354,-20.583131,-31.295021,-34.853716,-28.878196,-23.21339
5000.0,-20.705569,-21.898678,-34.031753,-23.027961,-20.520792,-22.541476,-37.945457,-30.55258
5050.0,-17.004927,-22.339615,-40.375406,-21.472643,-17.016425,-21.945014,-28.181862,-26.769308
5100.0,-18.185957,-30.154666,-26.974571,-17.368931,-19.466637,-25.987726,-24.67116,-19.620561
5150.0,-24.393045,-33.966118,-24.309936,-18.140468,-36.879962,-34.245797,-23.652585,-19.892486
5200.0,-21.880866,-27.028421,-30.309755,-23.341205,-22.691486,-29.184698,-27.941292,-29.331803
5250.0,-19.056363,-26.443282,-28.551723,-18.543403,-19.241794,-25.837385,-25.740263,-23.332865
5300.0,-20.01026,-28.231384,-21.446259,-16.325501,-20.941343,-24.109092,-21.10622,-18.035252
5350.0,-23.643163,-32.480022,-22.084731,-18.791792,-27.535072,-24.990269,-21.623839,-19.215507
5400.0,-24.300481,-37.286945,-30.183369,-24.203119,-29.694028,-37.34098,-28.578112,-28.329127
5450.0,-20.802755,-27.606629,-26.686629,-19.763298,-21.021176,-27.344809,-25.271342,-22.562273
5500.0,-19.163845,-24.548859,-21.680256,-17.557196,-19.017477,-21.718351,-20.717682,-17.740984
