Freq (MHz),P1_TX1_P2_RX1 SDD22,P1_TX2_P2_RX2 SDD22,P1_TX3_P2_RX3 SDD22,P1_TX4_P2_RX4 SDD22,P2_TX1_P1_RX1 SDD22,P2_TX2_P1_RX2 SDD22,P2_TX3_P1_RX3 SDD22,P2_TX4_P1_RX4 SDD22
50.0,-29.629624,-29.349305,-29.257025,-29.169178,-29.846837,-29.63827,-29.221625,-29.394546
100.0,-31.9668,-31.620138,-32.575535,-32.78271,-32.803128,-32.417888,-32.469024,-33.208871
150.0,-36.610737,-36.954877,-37.636531,-35.702173,-38.463932,-38.854468,-39.592471,-36.807317
200.0,-34.292669,-34.284837,-33.569876,-34.225666,-36.929305,-36.273718,-36.698756,-35.831909
250.0,-38.26283,-35.640724,-35.788836,-42.398153,-40.095184,-36.706585,-37.827977,-39.133923
300.0,-39.348635,-37.357868,-43.139508,-38.994536,-45.591685,-40.249635,-40.327218,-42.965448
350.0,-31.582651,-29.236069,-29.677333,-28.740023,-32.775926,-29.008975,-29.750405,-28.349847
400.0,-29.21421,-25.956725,-25.711257,-25.918229,-28.1891,-24.874189,-26.132716,-24.556797
450.0,-33.184798,-28.375145,-28.039665,-31.943822,-29.376203,-26.426,-28.186796,-28.073197
500.0,-32.251958,-29.871975,-31.845536,-29.124728,-31.162778,-28.227534,-27.665852,-27.043481
550.0,-24.624778,-22.824852,-23.185282,-21.476819,-23.912215,-22.216087,-22.113667,-20.877878
600.0,-24.248615,-22.037867,-22.578926,-22.745792,-22.590143,-21.513653,-21.688416,-21.787642
650.0,-30.060659,-26.316606,-28.435465,-38.221445,-25.769514,-24.92305,-25.050109,-27.440829
700.0,-26.83199,-24.268356,-24.470171,-22.440294,-25.43825,-23.200325,-23.264454,-21.932944
750.0,-22.226798,-20.41636,-20.787815,-20.258792,-21.346176,-20.055613,-20.619494,-20.001569
800.0,-22.870186,-21.250946,-22.584764,-25.052732,-21.282334,-20.713815,-21.708252,-23.162446
850.0,-30.915297,-28.214041,-32.106589,-33.642521,-26.629846,-25.474435,-26.29048,-30.187822
900.0,-27.582839,-24.299878,-24.212127,-22.846969,-25.513373,-23.647923,-23.576106,-23.319484
950.0,-22.824702,-20.568589,-21.482359,-22.502094,-21.393545,-20.593057,-21.357333,-22.245916
