Freq (MHz),P1_TX1_P2_RX1 SCD21,P1_TX2_P2_RX2 SCD21,P1_TX3_P2_RX3 SCD21,P1_TX4_P2_RX4 SCD21,P2_TX1_P1_RX1 SCD21,P2_TX2_P1_RX2 SCD21,P2_TX3_P1_RX3 SCD21,P2_TX4_P1_RX4 SCD21
50.0,-64.50465,-64.972207,-61.649899,-62.549953,-65.482699,-64.903859,-65.068499,-64.168999
100.0,-63.403463,-60.899771,-63.184997,-63.311675,-66.816627,-62.068626,-58.723171,-63.405229
150.0,-64.137593,-62.506488,-63.63415,-63.619673,-68.544919,-63.620489,-56.546518,-59.4333
200.0,-66.506444,-62.37548,-60.955755,-59.742098,-66.870531,-63.488365,-54.603608,-56.392614
250.0,-68.284728,-63.616112,-60.775506,-58.512912,-65.332522,-63.848252,-54.656665,-55.596217
300.0,-70.095883,-62.171007,-55.730006,-56.191325,-65.524471,-61.928295,-54.401328,-57.203648
350.0,-64.3015,-62.163737,-55.948073,-56.551249,-66.187302,-57.466613,-52.418859,-54.478659
400.0,-64.91298,-65.944123,-54.757911,-59.401664,-69.632563,-57.68268,-50.589356,-52.854442
450.0,-66.260658,-63.742997,-54.006222,-59.278875,-64.743111,-56.188628,-54.796898,-55.416415
500.0,-67.605339,-61.793891,-52.628475,-56.295167,-59.112828,-56.803072,-59.368657,-56.680531
550.0,-63.445036,-61.033146,-51.530365,-58.341188,-61.041806,-54.960405,-50.947586,-53.079397
600.0,-66.985041,-62.699841,-52.126423,-59.530536,-60.742047,-52.992613,-50.965391,-52.697187
650.0,-73.749979,-64.968638,-51.752525,-56.168861,-70.934451,-52.936042,-67.98231,-58.291481
700.0,-66.790445,-59.353257,-50.453598,-55.280778,-61.390897,-57.123729,-54.581721,-57.295787
750.0,-59.886951,-61.513807,-50.974185,-67.324777,-60.144311,-52.163973,-51.332171,-55.166566
800.0,-59.813068,-68.994014,-51.570854,-62.131668,-64.497965,-49.442499,-54.046867,-60.949233
850.0,-65.429874,-60.563075,-50.550817,-55.569387,-60.11379,-52.388951,-58.193542,-91.42305
900.0,-68.690329,-59.723968,-48.426311,-56.052127,-60.14985,-56.389094,-50.903429,-56.788307
950.0,-58.094658,-61.752589,-48.062857,-67.41117,-62.766403,-48.92077,-49.357428,-54.327563
1000.0,-57.135717,-62.365735,-48.182746,-57.988036,-65.77249,-46.856504,-55.687031,-53.972229
1050.0,-63.629732,-60.296333,-49.04422,-53.343532,-57.650038,-48.07161,-61.615183,-53.454475
1100.0,-69.010534,-55.971011,-47.906418,-54.919949,-55.615021,-54.45282,-49.889941,-54.875099
1150.0,-57.214094,-56.243103,-46.775625,-62.930556,-58.115889,-53.663252,-50.707599,-53.361714
1200.0,-55.647082,-60.761903,-47.895584,-56.056023,-55.392183,-49.574738,-59.550317,-56.253646
1250.0,-57.343988,-64.204692,-50.14286,-50.157176,-54.371319,-49.994216,-54.22319,-59.594783
1300.0,-73.101614,-55.071869,-47.035758,-51.355026,-55.112715,-53.688053,-47.560045,-56.455865
1350.0,-58.538313,-54.548612,-45.679672,-62.603157,-62.258658,-53.272522,-51.151244,-56.945355
1400.0,-53.925516,-60.666412,-48.830693,-53.346557,-54.96932,-50.736025,-70.859459,-60.215442
1450.0,-55.006864,-55.148426,-49.399669,-49.145024,-50.37045,-53.811145,-48.129353,-75.840688
1500.0,-62.86984,-52.48691,-45.628105,-50.227016,-52.062902,-60.604577,-46.501885,-61.771731
1550.0,-61.533423,-53.487979,-45.609964,-55.424959,-57.393211,-50.253875,-52.529688,-57.722539
1600.0,-54.812779,-60.317912,-47.971684,-52.546538,-53.712969,-49.111619,-51.903039,-70.366876
1650.0,-53.670664,-56.186025,-47.249951,-48.442581,-49.924818,-56.162756,-47.305766,-59.150258
1700.0,-58.244314,-52.141144,-45.027372,-48.510202,-52.011751,-57.36847,-47.361103,-57.223723
1750.0,-100.182691,-52.974133,-45.308172,-50.296203,-59.300038,-49.315118,-52.069863,-55.369915
1800.0,-57.121036,-57.877689,-47.563071,-48.712962,-50.080139,-51.08853,-49.140451,-60.804561
1850.0,-55.142022,-59.48042,-46.006399,-47.329911,-46.905112,-61.861482,-46.842203,-57.681845
1900.0,-56.299517,-56.450609,-43.263394,-46.685107,-48.228456,-54.379251,-45.986552,-51.200366
1950.0,-68.872319,-58.595898,-42.719709,-46.441141,-54.732091,-50.807535,-47.640536,-61.862335
2000.0,-61.770449,-65.816916,-45.654513,-45.474888,-50.463562,-52.919827,-50.240508,-59.270627
2050.0,-59.005307,-63.646187,-47.399409,-44.212273,-46.862639,-62.915668,-46.669927,-60.046439
2100.0,-62.417479,-57.891945,-44.433562,-44.185027,-47.862008,-54.143491,-45.038592,-58.300764
2150.0,-64.844498,-55.991809,-43.245559,-44.835253,-50.60264,-49.572931,-46.102013,-59.881905
2200.0,-61.125675,-55.146777,-44.543165,-43.614025,-47.503314,-52.209705,-48.579811,-58.533158
2250.0,-58.557182,-54.528251,-45.564278,-43.772135,-44.693083,-67.256762,-45.843119,-56.228882
2300.0,-64.289623,-57.509365,-43.716362,-45.42506,-45.447592,-52.952638,-45.092936,-55.326958
2350.0,-64.415775,-64.864572,-42.828327,-46.090179,-48.905643,-49.087732,-45.71668,-55.697256
2400.0,-58.122425,-58.158241,-43.55701,-45.973631,-47.555864,-51.159097,-47.255531,-57.491871
2450.0,-59.550446,-56.328256,-43.263651,-46.921118,-45.074029,-52.56273,-48.364893,-58.054031
2500.0,-61.598145,-57.555117,-41.854454,-48.772644,-45.544168,-47.897133,-47.665573,-54.873911
2550.0,-61.36969,-70.31326,-41.329822,-49.522878,-46.958564,-46.582115,-46.719614,-52.661554
2600.0,-56.789219,-55.483206,-42.863423,-48.136798,-45.650187,-48.052578,-47.68018,-57.475486
2650.0,-55.2314,-54.264888,-44.144092,-46.114399,-44.06172,-47.730311,-49.51497,-66.936375
2700.0,-56.731046,-55.586121,-42.50032,-46.35325,-44.155443,-46.114681,-49.333892,-54.810748
2750.0,-64.082691,-67.321177,-40.931415,-47.974223,-45.059987,-45.74762,-46.94253,-53.070858
2800.0,-55.307991,-56.465688,-41.518154,-50.333122,-45.031697,-46.602124,-45.19867,-59.072383
2850.0,-51.625259,-51.499153,-42.126759,-46.174146,-44.295649,-47.110344,-47.232233,-61.51664
2900.0,-53.762645,-52.278581,-40.847549,-44.908867,-44.716354,-47.508248,-48.272038,-55.868683
2950.0,-64.702971,-58.689069,-39.169945,-47.037834,-44.692404,-46.957994,-47.415994,-53.754318
3000.0,-58.524714,-55.741379,-39.948291,-52.457429,-43.611344,-46.230519,-45.975428,-59.324592
3050.0,-52.641385,-48.944141,-41.235102,-48.89587,-42.00078,-46.307278,-47.073893,-65.559227
3100.0,-53.772751,-49.552469,-40.287313,-45.914557,-41.791481,-44.723359,-48.970678,-56.329238
3150.0,-62.023112,-56.20089,-39.047227,-46.33713,-43.57076,-44.777161,-47.491207,-54.260661
3200.0,-60.524325,-57.63127,-39.084118,-52.924684,-44.64437,-46.690476,-46.114503,-54.547395
3250.0,-55.184659,-49.211745,-39.973437,-54.351342,-43.265086,-45.775876,-48.6914,-55.184725
3300.0,-54.470566,-49.579203,-40.578677,-48.225169,-43.132882,-43.66614,-47.145009,-55.075712
3350.0,-59.371589,-53.447853,-39.543574,-46.995036,-44.62544,-43.482844,-44.689494,-61.190382
3400.0,-65.571772,-62.600327,-38.322597,-52.093015,-45.181676,-47.592214,-43.501534,-63.865541
3450.0,-55.10868,-52.834019,-38.468688,-61.158083,-43.79072,-47.245589,-44.816387,-52.07146
3500.0,-52.275237,-50.55096,-39.888157,-48.786844,-43.939152,-42.682689,-45.316877,-49.417378
3550.0,-53.785027,-52.351596,-39.980443,-46.558623,-44.851585,-41.804608,-42.996165,-49.330425
3600.0,-62.497995,-58.847342,-37.940639,-48.322106,-45.487816,-45.041905,-42.824522,-52.150178
3650.0,-56.004593,-59.091737,-36.922488,-54.292624,-44.011177,-48.963537,-43.187482,-49.994132
3700.0,-51.140011,-52.486132,-38.30646,-52.116477,-43.505369,-44.390909,-44.141181,-47.276521
3750.0,-49.360258,-51.286825,-38.915068,-47.870639,-44.232275,-42.303364,-43.97679,-48.272052
3800.0,-52.828791,-57.561489,-37.309512,-47.388081,-45.98525,-44.193469,-42.652457,-51.485244
3850.0,-58.493777,-59.242303,-36.228669,-49.679224,-43.530816,-49.480373,-42.133639,-48.884407
3900.0,-52.32766,-50.90982,-38.096294,-62.953549,-42.390369,-44.704261,-42.666706,-46.854731
3950.0,-50.728973,-49.117058,-40.486164,-55.014753,-45.138393,-41.982772,-44.188771,-47.143561
4000.0,-50.835098,-52.152482,-37.809074,-50.447248,-46.47455,-41.73839,-44.983238,-51.528148
4050.0,-52.897209,-66.901625,-36.040555,-52.497209,-43.880562,-44.219448,-42.038989,-50.106838
4100.0,-51.814587,-52.639693,-37.636091,-64.331333,-44.647944,-46.505128,-40.091342,-45.38543
4150.0,-51.164474,-51.335873,-40.746402,-54.974987,-46.353299,-44.350786,-40.600619,-43.709428
4200.0,-50.100371,-51.247261,-38.954016,-51.400205,-43.872346,-42.50766,-43.93498,-45.245084
4250.0,-48.810543,-53.372507,-36.227066,-52.977275,-42.485367,-42.933549,-40.923235,-52.42586
4300.0,-49.590957,-52.437252,-37.682866,-55.822159,-44.254529,-46.177407,-37.081859,-49.866274
4350.0,-51.14233,-55.005926,-41.885861,-54.127947,-44.760163,-47.906247,-37.916423,-45.190572
4400.0,-49.920236,-66.285075,-39.031328,-53.583171,-41.899186,-47.004297,-43.15096,-44.343239
4450.0,-48.544883,-55.285463,-35.78447,-51.363061,-40.574169,-45.928585,-42.754729,-50.317026
4500.0,-47.298114,-50.682374,-37.830125,-52.060242,-42.570002,-48.318645,-37.621596,-55.134956
4550.0,-48.671792,-50.803284,-43.193461,-54.415126,-43.194753,-52.967482,-38.850899,-48.184704
4600.0,-53.774072,-51.26578,-38.246029,-58.843418,-40.159374,-48.72592,-43.858655,-46.530187
4650.0,-53.488992,-51.542663,-35.112718,-55.972127,-38.883561,-46.058481,-43.356985,-47.765818
