Freq_MHz,mean,std,count
50.0,-0.30042037,0.010337049209270237,200
100.0,-0.42407258,0.014683753231665334,200
150.0,-0.5324422950000001,0.017415372339302924,200
200.0,-0.62837776,0.019479861609983794,200
250.0,-0.722938825,0.021716339398913882,200
300.0,-0.8064513999999999,0.023583443222335142,200
350.0,-0.8943384050000001,0.025615032321375294,200
400.0,-0.98733643,0.02956633595126415,200
450.0,-1.063957855,0.029377122209305613,200
500.0,-1.134460665,0.03087090531337087,200
550.0,-1.2180565300000001,0.03709284071313426,200
600.0,-1.29419879,0.03698703444466663,200
650.0,-1.344685475,0.03393119528719054,200
700.0,-1.4063512,0.0393469137595569,200
750.0,-1.48340161,0.04290106251952769,200
800.0,-1.542210195,0.03876719363519519,200
850.0,-1.57846294,0.037649393721604904,200
900.0,-1.63380853,0.043665569232877906,200
950.0,-1.705568035,0.04488856932991077,200
1000.0,-1.7553320650000002,0.03839597992044259,200
1050.0,-1.7851765,0.04043503291856739,200
1100.0,-1.8389832849999999,0.045448637534833095,200
1150.0,-1.908363635,0.043291243254895646,200
1200.0,-1.945249215,0.037654559158031634,200
1250.0,-1.9751084700000001,0.042882404779436493,200
1300.0,-2.02755968,0.04583508445023753,200
1350.0,-2.082833615,0.03848797852252739,200
1400.0,-2.116695455,0.03759415434870087,200
1450.0,-2.1523959550000002,0.04602949514408203,200
1500.0,-2.198031125,0.04436564912973652,200
1550.0,-2.245623995,0.03742438142683026,200
1600.0,-2.2818573950000003,0.04296792400974843,200
1650.0,-2.32001852,0.04860839765795585,200
1700.0,-2.36244283,0.042351569897525934,200
1750.0,-2.40604181,0.04066327231137758,200
1800.0,-2.445454315,0.04963492225269351,200
1850.0,-2.485581775,0.049960125456231456,200
1900.0,-2.526781555,0.03903280645760382,200
1950.0,-2.5646218700000003,0.04327429032484175,200
2000.0,-2.6037904099999998,0.05230456793470413,200
2050.0,-2.64724652,0.04258230330717588,200
2100.0,-2.686616115,0.03635792671352847,200
2150.0,-2.720208205,0.04791358758011091,200
2200.0,-2.7618400750000003,0.04826439367383466,200
2250.0,-2.80566233,0.03538743429128056,200
2300.0,-2.84293694,0.04131099084893758,200
2350.0,-2.8747763500000003,0.05090888536930688,200
2400.0,-2.9167311799999998,0.0449641539847624,200
2450.0,-2.95693562,0.038927000836388344,200
