Freq_MHz,mean,std,count
50.0,-29.36021782,0.24682579696607373,200
100.0,-32.331182495,0.5721801670760589,200
150.0,-37.837061215,1.3158398405315523,200
200.0,-35.4621157,1.3492675606449953,200
250.0,-38.084294295,2.3699216430957786,200
300.0,-40.78370115,2.720152785373073,200
350.0,-30.007071875,1.3459371559518138,200
400.0,-26.426989910000003,1.3409814053994813,200
450.0,-29.221282345,1.867416186021279,200
500.0,-29.339613144999998,1.9067805436875407,200
550.0,-22.592525639999998,1.208772228289944,200
600.0,-22.36911326,0.883915305930599,200
650.0,-27.951429669999996,3.9717221548424186,200
700.0,-23.92464609,1.6669769600237072,200
750.0,-20.810109790000002,0.8693450597715221,200
800.0,-22.519966435,1.4916925618641568,200
850.0,-29.19761959,2.9575611642630797,200
900.0,-24.316236534999998,1.6275139506173242,200
950.0,-21.615769580000002,0.9024191693070677,200
1000.0,-24.026691975,2.0603408820430213,200
1050.0,-32.814393535,3.764290010201565,200
1100.0,-25.341193785,1.6834874095299703,200
1150.0,-21.574166255,0.9523251147770153,200
1200.0,-24.17844865,2.1851110920739787,200
1250.0,-32.523071165000005,3.2172856955639797,200
1300.0,-24.342866935000004,1.4386222310033356,200
1350.0,-22.143354294999998,1.6219820804975047,200
1400.0,-27.2488618,5.44076609302563,200
1450.0,-32.6525586,5.586981016443131,200
1500.0,-24.980365969999998,1.5444706438140934,200
1550.0,-26.14254766,4.912399711891402,200
1600.0,-28.89225594,4.130587510988221,200
1650.0,-31.197686469999997,5.039246204852819,200
1700.0,-27.827600395,2.8840771744327656,200
1750.0,-28.653297735000002,4.946403753038926,200
1800.0,-29.55715865,5.485892742737822,200
1850.0,-29.231585695,3.2767099944177445,200
1900.0,-30.3994605,5.3742897425834615,200
1950.0,-29.376921045,4.967074321312996,200
2000.0,-30.453211105,5.754192160691106,200
2050.0,-28.34306008,1.7480843363045155,200
2100.0,-28.72576086,3.2976311384446086,200
2150.0,-30.2073772,4.889576970901711,200
2200.0,-29.608049769999997,4.829451348891689,200
2250.0,-26.553529675,1.9320108247316612,200
2300.0,-26.680190905,3.0563856963255946,200
2350.0,-29.357898690000003,5.899007904848808,200
2400.0,-26.397422034999998,2.20672115842453,200
2450.0,-25.4459258,2.3569967585861065,200
2500.0,-26.3348097,4.746915217600793,200
2550.0,-27.351304885,4.004621951175986,200
2600.0,-26.84172214,2.3041637035928573,200
2650.0,-26.698853395,3.744750953665614,200
2700.0,-27.232372650000002,4.99774338446199,200
2750.0,-28.3335552,3.2272214671248665,200
2800.0,-30.282263515,5.718519952103403,200
2850.0,-27.97783723,3.992579093243482,200
2900.0,-28.1256549,3.8740980522934447,200
2950.0,-29.6450866,4.94575523884729,200
3000.0,-29.287140325,4.804743677403678,200
3050.0,-28.307745065,4.466402001360824,200
3100.0,-28.220140745,3.8462790282018506,200
3150.0,-28.63822669,4.129204720374769,200
3200.0,-29.13796559,4.520564630892295,200
3250.0,-29.310641585,5.745811454682608,200
3300.0,-30.592084365,6.136593844599669,200
3350.0,-29.72181278,4.609648331200149,200
3400.0,-29.56299003,5.586603031185083,200
3450.0,-29.765770945,5.493701253296348,200
3500.0,-31.052416395,3.7515702262442363,200
3550.0,-29.894056325,5.1435535955129605,200
3600.0,-27.666245680000003,5.634180130951994,200
3650.0,-28.44014042,5.599807869595478,200
3700.0,-29.99344541,4.145797375117974,200
3750.0,-28.02080454,5.324574026244024,200
3800.0,-25.927292415,5.605850916002527,200
3850.0,-25.980583550000002,4.4197236514974705,200
