Freq (MHz),P1_TX1_P2_RX1 SDD11,P1_TX2_P2_RX2 SDD11,P1_TX3_P2_RX3 SDD11,P1_TX4_P2_RX4 SDD11,P2_TX1_P1_RX1 SDD11,P2_TX2_P1_RX2 SDD11,P2_TX3_P1_RX3 SDD11,P2_TX4_P1_RX4 SDD11
50.0,-29.58539,-30.457363,-30.204083,-29.364345,-29.690994,-30.379365,-29.928408,-29.583478
100.0,-32.932803,-33.971371,-35.351377,-34.536889,-33.293525,-35.188527,-34.920883,-35.145022
150.0,-37.899462,-35.064023,-35.429262,-36.469552,-36.719236,-35.830263,-34.834106,-35.30467
200.0,-35.213065,-34.820926,-35.531853,-33.805581,-33.554945,-34.693481,-33.535748,-32.239227
250.0,-41.122719,-43.237249,-43.957313,-38.956786,-42.31299,-42.535871,-45.697487,-37.779
300.0,-43.018624,-35.754672,-36.268365,-44.199092,-37.161241,-33.759647,-33.243143,-36.213236
350.0,-32.058821,-28.885723,-30.189797,-29.818621,-29.528141,-27.953248,-27.555823,-27.234809
400.0,-29.335484,-26.46903,-26.918665,-26.022019,-27.295991,-25.986137,-26.331717,-24.943353
450.0,-33.585154,-30.205112,-30.141252,-30.16774,-30.951666,-30.476437,-31.702054,-31.360208
500.0,-36.241115,-33.536385,-35.447917,-30.688725,-33.734876,-30.224964,-28.774069,-28.462253
550.0,-25.432921,-23.478973,-23.759033,-22.207579,-23.819643,-22.162199,-22.234181,-21.05765
600.0,-24.697838,-22.993188,-23.43184,-22.513374,-23.264306,-22.51766,-23.378049,-22.554439
650.0,-31.132927,-32.555817,-33.357765,-27.681002,-31.256079,-34.363175,-40.625661,-40.980436
700.0,-27.881582,-25.667762,-25.587279,-22.595046,-27.45475,-24.651546,-23.725881,-22.856302
750.0,-22.677056,-20.352583,-20.952688,-20.271344,-21.517218,-20.580664,-20.567014,-20.585533
800.0,-23.220557,-21.623431,-22.821896,-22.357932,-22.439155,-23.57278,-24.20072,-25.404727
850.0,-30.090254,-36.129386,-34.893748,-25.610419,-34.430253,-41.285121,-38.960811,-30.720536
900.0,-27.815512,-23.902666,-23.787927,-22.158517,-26.530269,-22.973442,-23.123721,-22.334099
950.0,-23.090823,-19.993906,-21.106586,-20.845277,-21.952741,-20.87562,-21.667274,-21.958239
1000.0,-23.798317,-22.507879,-24.50309,-23.018061,-23.344156,-24.474351,-26.579048,-27.531019
1050.0,-30.436464,-45.295481,-35.297866,-25.555324,-35.403022,-40.74346,-37.450958,-29.478689
1100.0,-27.557511,-23.746334,-24.270682,-22.56625,-27.295877,-24.376975,-24.322694,-22.616853
1150.0,-22.510847,-20.197377,-22.08105,-21.466428,-21.848741,-21.322844,-22.396595,-21.88192
1200.0,-22.877487,-22.903038,-25.592256,-23.857262,-22.814473,-24.462434,-27.08384,-25.744203
1250.0,-26.972161,-36.044609,-31.801066,-24.602777,-29.95648,-42.463029,-37.405007,-25.564102
1300.0,-24.425302,-22.910343,-25.152294,-21.93697,-25.950998,-22.726046,-23.49251,-22.077107
1350.0,-21.365166,-20.067417,-23.790075,-22.369957,-21.555673,-20.279718,-22.347966,-23.43493
1400.0,-21.813869,-22.309602,-25.22358,-23.338278,-22.655709,-24.146162,-27.052285,-25.610063
1450.0,-23.567498,-27.909341,-25.838038,-21.29795,-28.322218,-31.294292,-30.007934,-22.392916
1500.0,-22.493234,-23.08852,-25.414405,-21.40835,-24.074572,-21.539962,-24.587018,-22.550367
