Freq (MHz),P1_TX1_P2_RX1 SCD21,P1_TX2_P2_RX2 SCD21,P1_TX3_P2_RX3 SCD21,P1_TX4_P2_RX4 SCD21,P2_TX1_P1_RX1 SCD21,P2_TX2_P1_RX2 SCD21,P2_TX3_P1_RX3 SCD21,P2_TX4_P1_RX4 SCD21
50.0,-62.122919,-57.587266,-63.805743,-64.548166,-64.676875,-59.334762,-71.049805,-65.521378
100.0,-63.638939,-54.14327,-58.856496,-57.361657,-64.770805,-54.06753,-65.631823,-65.392256
150.0,-64.709865,-51.14055,-55.285242,-54.396266,-76.609442,-50.657319,-61.722998,-60.600772
200.0,-66.748102,-49.177961,-53.857037,-52.376837,-75.919472,-48.593082,-59.254361,-59.220076
250.0,-69.015459,-47.003644,-52.337718,-50.350464,-72.117412,-46.397827,-60.418506,-56.408242
300.0,-65.719303,-45.663495,-49.857586,-48.640512,-77.571684,-45.134898,-59.311001,-56.068248
350.0,-64.177768,-44.217056,-48.786194,-47.953372,-72.512652,-43.931596,-55.440785,-51.744602
400.0,-66.40689,-42.8454,-47.252268,-46.55771,-67.707893,-42.277414,-53.558004,-51.532576
450.0,-71.904546,-41.480997,-46.543305,-44.801621,-63.565444,-42.020428,-58.96601,-52.697551
500.0,-61.743342,-40.578976,-45.105833,-43.506206,-61.540474,-40.896899,-51.857035,-47.953834
550.0,-59.410154,-40.778853,-44.51906,-42.913728,-63.388115,-39.95107,-48.671682,-47.143087
600.0,-62.840951,-40.325618,-42.889167,-42.059059,-57.560532,-40.377076,-50.260863,-48.255128
650.0,-63.835376,-38.944188,-41.935705,-41.362842,-57.999889,-39.826315,-51.580608,-47.552938
700.0,-60.811524,-38.156724,-41.826382,-41.489024,-55.951467,-37.557523,-47.268773,-45.047855
750.0,-59.350717,-37.526122,-41.972623,-40.755106,-55.434083,-36.484327,-46.946372,-44.23731
800.0,-62.81267,-36.917188,-40.800598,-39.4685,-56.769592,-36.704049,-50.119994,-44.72994
850.0,-64.004682,-36.320784,-40.050523,-38.905719,-55.289733,-36.356472,-48.667041,-44.174062
900.0,-58.773026,-36.057624,-39.729381,-38.937415,-54.50752,-35.731963,-45.40894,-42.841889
950.0,-54.347566,-36.145702,-39.783446,-39.032814,-58.934103,-35.652704,-45.293004,-42.701183
1000.0,-56.430158,-35.937188,-39.422349,-38.11085,-59.01009,-35.73693,-47.164857,-42.921108
1050.0,-63.510025,-35.186641,-38.596795,-37.33178,-51.289168,-34.888843,-46.191408,-42.103092
1100.0,-57.34528,-34.719531,-38.340625,-37.412012,-51.243706,-33.964384,-44.522938,-41.382609
1150.0,-53.34741,-34.946689,-38.978075,-37.532637,-54.803146,-33.743533,-45.125521,-40.860582
1200.0,-53.456818,-34.681332,-38.351298,-36.903732,-55.300225,-33.889404,-47.927848,-40.840412
1250.0,-59.836591,-33.687254,-37.067359,-36.166345,-49.832847,-33.36562,-45.19511,-40.463235
1300.0,-57.210058,-33.288449,-37.149295,-36.20687,-48.434932,-32.782098,-42.944175,-40.297824
1350.0,-52.935419,-33.787017,-37.652533,-36.262689,-53.379738,-32.68059,-44.104455,-40.496451
1400.0,-52.366177,-33.395833,-36.530834,-35.379877,-53.524027,-32.669893,-45.770484,-40.551909
1450.0,-57.788701,-32.171933,-35.935344,-34.822597,-47.237821,-32.017238,-42.179924,-39.139039
1500.0,-61.466657,-31.997966,-36.407419,-34.885927,-46.293567,-31.739713,-41.245788,-38.705658
1550.0,-54.548768,-32.359975,-36.142375,-34.767147,-49.407806,-31.977206,-43.850408,-39.035468
1600.0,-53.528937,-32.067439,-35.106926,-34.350684,-50.174846,-31.77962,-43.822752,-38.905939
1650.0,-56.750136,-31.295576,-34.788724,-33.921294,-45.367286,-30.850788,-40.456985,-38.248641
1700.0,-71.693598,-31.303814,-35.134502,-33.865412,-44.896217,-30.717628,-40.268776,-38.251705
1750.0,-57.720344,-31.405408,-35.160155,-33.542857,-47.057434,-30.927127,-42.279525,-38.445013
1800.0,-56.420506,-31.045077,-34.485657,-33.009214,-47.29233,-30.590805,-42.480832,-37.870572
1850.0,-64.209698,-30.776276,-34.114894,-32.825402,-43.812946,-30.134175,-40.754898,-37.360339
1900.0,-61.691823,-30.727542,-34.287801,-32.805228,-43.129004,-30.190542,-39.87383,-37.064015
1950.0,-56.191648,-30.589808,-34.393252,-32.486617,-45.327781,-30.202878,-40.339773,-37.04174
2000.0,-57.430908,-30.28264,-34.080157,-31.924282,-45.390171,-29.927892,-41.543314,-37.097258
2050.0,-59.182018,-30.210452,-33.847805,-31.581476,-42.70623,-29.663285,-40.912978,-36.565288
2100.0,-55.645536,-30.246964,-33.908663,-31.888272,-41.883,-29.532704,-39.798122,-36.092443
2150.0,-54.627912,-30.152987,-33.932313,-31.793265,-43.06803,-29.407237,-39.926708,-36.399954
2200.0,-59.036746,-29.722806,-33.428688,-31.455382,-43.528482,-29.191785,-40.247011,-36.162781
2250.0,-58.7755,-29.445766,-33.198581,-31.737589,-41.951905,-28.837187,-38.967522,-35.738656
2300.0,-52.99722,-29.447374,-33.214185,-32.503951,-40.953377,-28.635679,-38.388564,-35.503529
2350.0,-53.94677,-29.235738,-33.018427,-32.150606,-41.69434,-28.561108,-38.618569,-35.519929
2400.0,-58.917755,-28.833962,-32.863638,-31.780352,-42.517831,-28.506627,-39.419398,-35.538021
2450.0,-55.290225,-28.694406,-32.960385,-31.903949,-41.89143,-28.479542,-39.407938,-35.803455
2500.0,-53.585431,-28.946688,-33.088822,-31.985723,-41.021704,-28.493837,-38.84454,-35.560216
2550.0,-53.079892,-28.905237,-32.622192,-31.606173,-40.543281,-28.396178,-38.686838,-35.237182
2600.0,-56.830562,-28.327858,-32.102962,-31.33903,-41.004618,-28.303721,-39.235775,-35.145119
2650.0,-61.433318,-28.22074,-32.35231,-31.593925,-41.727547,-28.321281,-39.699301,-34.993474
2700.0,-55.036283,-28.364155,-32.547817,-31.621679,-41.269999,-28.353936,-39.19897,-34.769825
2750.0,-52.283516,-28.377752,-32.382721,-32.163426,-40.382559,-28.088648,-38.339883,-34.684718
2800.0,-56.762001,-27.911454,-31.830128,-31.65398,-39.889962,-27.807288,-38.515667,-34.497213
2850.0,-62.591654,-27.717279,-32.132163,-31.4359,-40.434125,-27.831343,-38.225013,-34.917724
2900.0,-51.884585,-27.923215,-32.706153,-31.563775,-41.395685,-27.834133,-37.861096,-35.465028
2950.0,-51.443814,-27.935052,-32.521843,-31.688,-40.684576,-27.732487,-37.837275,-34.836178
3000.0,-57.454932,-27.323007,-31.926715,-30.851014,-40.082199,-27.588782,-38.883246,-33.741897
3050.0,-58.94592,-27.002173,-31.748604,-31.064358,-39.899419,-27.422252,-39.403174,-33.499373
3100.0,-50.717241,-27.485239,-31.935759,-31.705981,-40.225391,-27.453142,-38.877319,-33.984204
3150.0,-49.745475,-27.816891,-31.475165,-32.00905,-40.492143,-27.440721,-37.684148,-34.202193
3200.0,-53.168467,-27.224565,-30.874295,-31.11233,-39.940645,-27.04848,-37.219652,-33.951285
3250.0,-57.098992,-26.815191,-31.153506,-30.600366,-39.467611,-26.757721,-37.724079,-33.788345
3300.0,-51.5424,-27.244609,-31.078301,-30.934477,-40.172501,-27.121842,-37.478557,-33.846048
3350.0,-48.440592,-27.460214,-30.454711,-31.388598,-41.068992,-27.347764,-36.335462,-32.896122
3400.0,-50.197661,-27.046389,-30.3439,-30.886217,-40.506021,-26.820506,-36.216106,-32.25544
3450.0,-55.518281,-26.640838,-31.064193,-29.976228,-39.674324,-26.453477,-37.269718,-32.987578
3500.0,-53.159812,-26.83457,-31.01904,-30.204431,-40.226542,-26.693559,-36.070808,-33.652649
3550.0,-48.674801,-27.099012,-30.103807,-30.884797,-40.969098,-26.773495,-34.466399,-33.524173
3600.0,-48.67328,-26.915204,-29.665228,-30.742752,-40.612656,-26.203445,-34.72245,-33.58269
3650.0,-51.271346,-26.326,-29.966976,-29.790896,-39.472656,-25.972483,-36.318141,-33.220094
