Freq (MHz),P1_TX1_P2_RX1 SDD22,P1_TX2_P2_RX2 SDD22,P1_TX3_P2_RX3 SDD22,P1_TX4_P2_RX4 SDD22,P2_TX1_P1_RX1 SDD22,P2_TX2_P1_RX2 SDD22,P2_TX3_P1_RX3 SDD22,P2_TX4_P1_RX4 SDD22
50.0,-29.274045,-29.49286,-29.234406,-29.087966,-29.273291,-29.818608,-29.337189,-29.328281
100.0,-31.192363,-31.807603,-32.658428,-32.674301,-31.472409,-32.964656,-32.697462,-33.159287
150.0,-36.960234,-36.655673,-37.986385,-35.97983,-38.050459,-38.6687,-38.618421,-36.827023
200.0,-35.408043,-34.154617,-33.543052,-34.219121,-37.723862,-35.192219,-35.353071,-36.084777
250.0,-38.749598,-35.829362,-35.032643,-41.70587,-39.57169,-35.271122,-35.865813,-40.341803
300.0,-37.883997,-39.021256,-43.075598,-38.846835,-41.474946,-38.814924,-38.506649,-44.618144
350.0,-30.965,-29.321053,-29.990247,-28.586081,-31.543443,-30.030516,-29.570988,-29.030238
400.0,-28.784786,-25.719638,-25.808668,-25.849223,-27.614928,-25.85034,-25.838891,-25.177927
450.0,-32.661999,-27.903262,-28.157508,-31.779495,-28.742172,-27.373542,-27.335529,-28.926279
500.0,-31.628022,-30.034046,-31.435154,-29.033481,-29.776426,-27.774588,-27.083802,-27.097235
550.0,-24.492823,-22.940716,-22.916063,-21.5644,-23.534915,-22.024364,-22.213667,-20.944903
600.0,-24.246557,-22.125325,-22.212342,-22.931336,-22.432941,-21.363443,-21.871928,-21.804046
650.0,-29.898546,-26.598244,-27.673269,-38.745447,-25.479767,-24.349279,-24.999747,-27.202446
700.0,-26.339784,-24.146298,-24.596161,-22.308349,-24.944882,-23.124833,-22.872012,-22.263841
750.0,-22.122905,-20.119221,-20.833497,-20.231023,-21.187717,-20.370823,-20.419233,-20.482773
800.0,-23.042817,-20.891815,-22.496802,-25.173002,-21.22977,-20.983257,-21.6991,-23.889674
850.0,-32.20878,-27.887317,-31.97204,-33.297964,-26.882576,-24.940483,-26.806737,-29.183942
900.0,-27.475629,-24.110552,-24.534596,-22.718933,-26.243942,-23.26205,-23.816457,-22.826866
950.0,-22.696703,-20.093299,-21.606275,-22.293279,-21.691402,-20.580576,-21.326357,-22.21429
1000.0,-23.796857,-21.238961,-24.235033,-26.924383,-22.279971,-21.766647,-23.477895,-27.674946
1050.0,-35.051682,-29.133773,-38.630765,-31.16201,-30.613071,-28.260492,-30.845412,-34.622148
1100.0,-28.137249,-24.260705,-25.292073,-24.022618,-28.16408,-24.836354,-25.095965,-23.833994
1150.0,-22.086059,-19.854395,-21.776035,-22.118377,-21.805046,-20.710865,-21.717206,-22.481316
1200.0,-22.921077,-21.58814,-24.522536,-26.635683,-22.411428,-22.230518,-24.0303,-28.460413
1250.0,-33.188245,-30.603336,-37.943617,-33.254506,-30.300772,-29.067919,-30.334023,-32.923147
1300.0,-26.180195,-23.178078,-26.129451,-23.260509,-26.993578,-22.923062,-23.900366,-23.49206
1350.0,-21.42152,-19.99028,-24.0598,-23.904382,-21.530895,-19.918333,-21.913501,-24.818347
1400.0,-23.596627,-22.681457,-28.878634,-35.380323,-22.777762,-22.265718,-24.970052,-44.63745
1450.0,-39.006382,-38.345835,-38.420141,-25.377302,-32.910945,-28.469334,-33.69231,-26.182504
1500.0,-24.9059,-24.9603,-28.137008,-23.642814,-25.735144,-22.558321,-26.349527,-24.556024
1550.0,-22.89352,-22.470837,-29.037329,-30.552348,-22.203183,-21.249062,-25.39288,-32.412568
1600.0,-27.567762,-26.289328,-33.028435,-26.476635,-25.04851,-25.802382,-32.506115,-31.090999
1650.0,-31.6025,-38.421501,-29.612405,-23.152155,-41.870694,-30.212519,-34.243532,-25.149045
1700.0,-25.834838,-28.049403,-31.402425,-29.922929,-26.212135,-23.537764,-28.177615,-29.377258
1750.0,-26.116421,-25.830308,-33.713481,-29.370801,-23.989335,-23.613652,-31.120842,-36.631708
1800.0,-29.38779,-27.98286,-27.671494,-22.14555,-29.354677,-32.873004,-43.746995,-25.544733
1850.0,-26.961659,-29.55333,-27.269668,-24.186004,-33.08807,-30.81639,-30.352793,-26.946068
1900.0,-25.735793,-27.765539,-34.788899,-37.571153,-25.607924,-25.403832,-30.064293,-38.153634
1950.0,-27.575495,-27.570649,-34.114625,-25.41439,-26.391469,-28.506634,-39.15312,-27.264709
2000.0,-27.704067,-28.293965,-27.333537,-23.634194,-34.69772,-47.272934,-34.617445,-25.680101
2050.0,-25.435344,-27.426366,-27.087086,-28.276779,-27.659319,-28.311569,-29.886702,-30.547239
2100.0,-25.068918,-28.208627,-30.934468,-34.188416,-24.483605,-27.114684,-29.497579,-33.186547
2150.0,-29.68406,-33.039457,-28.828842,-25.876489,-27.997776,-36.961176,-29.523978,-27.345953
2200.0,-29.203267,-27.259126,-25.398224,-25.089394,-38.960423,-31.792914,-29.364014,-27.557548
2250.0,-23.214988,-25.639013,-25.493201,-28.947424,-25.33071,-26.624081,-27.524621,-29.646818
2300.0,-23.621784,-32.509663,-25.322028,-27.81831,-24.242957,-29.763856,-24.200317,-25.914467
2350.0,-35.293792,-30.282097,-24.046038,-24.440072,-30.653743,-36.416388,-24.204669,-24.508194
2400.0,-26.210093,-24.360018,-23.508214,-25.080296,-29.092413,-27.739143,-26.613066,-26.070541
2450.0,-21.682193,-25.964087,-22.797422,-28.107067,-23.887411,-27.423855,-23.944853,-27.115006
2500.0,-24.083126,-31.604859,-21.905698,-26.101766,-24.324084,-30.094637,-21.96344,-25.018049
2550.0,-35.003818,-26.989564,-22.956367,-25.260781,-28.57581,-28.351557,-24.014046,-25.009618
2600.0,-24.227457,-25.304661,-24.975112,-29.621258,-25.914096,-28.704499,-26.791677,-28.05102
2650.0,-22.061426,-28.330109,-23.654627,-32.239832,-23.114544,-32.260043,-23.301626,-26.473584
