Freq (MHz),P1_TX1_P2_RX1 SCD21,P1_TX2_P2_RX2 SCD21,P1_TX3_P2_RX3 SCD21,P1_TX4_P2_RX4 SCD21,P2_TX1_P1_RX1 SCD21,P2_TX2_P1_RX2 SCD21,P2_TX3_P1_RX3 SCD21,P2_TX4_P1_RX4 SCD21
50.0,-61.958131,-63.126027,-64.697541,-64.771696,-63.083563,-59.773985,-61.935551,-65.434092
100.0,-57.401938,-61.233588,-64.100133,-64.75328,-57.637611,-55.875818,-58.414833,-65.142987
150.0,-54.253529,-64.76846,-65.100459,-66.282013,-54.530206,-52.719036,-58.092202,-71.672274
200.0,-52.450768,-67.965208,-66.497818,-59.427864,-53.09858,-51.382344,-56.106569,-70.167708
250.0,-51.097819,-63.746864,-74.900677,-56.856199,-51.463768,-49.570943,-53.053321,-66.83549
300.0,-49.306986,-62.5488,-66.030424,-56.595545,-48.664483,-48.166893,-51.408051,-65.313129
350.0,-48.772977,-59.230579,-66.041853,-56.922461,-47.021797,-46.677395,-52.049196,-81.103242
400.0,-47.419782,-58.046546,-69.896292,-54.590851,-45.900033,-45.189273,-50.802876,-70.167763
450.0,-45.767028,-54.684718,-65.37656,-51.773126,-45.186244,-45.245211,-48.079193,-63.037981
500.0,-44.755515,-52.795855,-68.9229,-51.797493,-44.127605,-43.902464,-48.677065,-69.327473
550.0,-44.954205,-55.076456,-69.241365,-52.724735,-42.684162,-42.778881,-51.19244,-69.682028
600.0,-43.788651,-52.434873,-63.471329,-48.847954,-41.629926,-43.032023,-47.686686,-73.071384
650.0,-43.024261,-49.807632,-61.579457,-46.905657,-42.245705,-42.766888,-45.936821,-62.122058
700.0,-42.330556,-51.140355,-64.696006,-48.380428,-41.391687,-40.793872,-47.768262,-60.915457
750.0,-42.499768,-51.771162,-67.597454,-48.306741,-40.106649,-40.195906,-49.055831,-64.599909
800.0,-41.714763,-49.504469,-61.723301,-46.378733,-39.641195,-40.785985,-46.241655,-63.717257
850.0,-40.546506,-47.82421,-59.342859,-45.537263,-39.549009,-40.200733,-45.746753,-57.825625
900.0,-40.291668,-48.555517,-60.996608,-46.464607,-38.807319,-38.942935,-46.397271,-57.598074
950.0,-41.387072,-50.760438,-63.644209,-46.995418,-38.170325,-38.644936,-45.66901,-62.730667
1000.0,-40.915792,-50.289049,-57.755005,-45.226849,-38.178037,-38.897693,-44.054031,-61.873093
1050.0,-39.577429,-47.355215,-57.157382,-44.441059,-37.790815,-38.342175,-44.315934,-58.259174
1100.0,-38.976345,-47.212762,-58.613979,-45.588771,-37.63913,-37.370714,-44.69783,-59.504371
1150.0,-39.558883,-49.901241,-70.816362,-45.439435,-37.411136,-37.326468,-43.334591,-59.545289
1200.0,-38.914235,-48.567768,-55.422219,-42.820114,-37.25624,-37.175977,-41.932508,-65.759255
1250.0,-37.73586,-45.145,-52.625744,-41.773218,-36.760741,-36.525797,-42.403936,-57.822276
1300.0,-37.781666,-45.046414,-60.107841,-43.07928,-36.272775,-36.293811,-43.836799,-58.287039
1350.0,-38.543479,-47.945912,-60.036579,-45.058345,-36.296331,-36.634978,-42.071907,-65.801531
1400.0,-37.854157,-45.275207,-51.853761,-42.215523,-35.743881,-36.319179,-40.76415,-59.508946
1450.0,-36.374816,-42.593564,-52.241235,-40.627512,-35.165064,-34.995476,-42.25274,-53.018434
1500.0,-36.025052,-43.807543,-61.826888,-41.221108,-35.14721,-34.554203,-43.838146,-53.614981
1550.0,-36.925021,-46.469727,-57.117502,-41.724745,-35.477329,-35.023928,-41.16976,-58.503003
1600.0,-36.74154,-43.612665,-51.273643,-40.679803,-35.067557,-35.08086,-40.703187,-54.870267
1650.0,-35.230052,-41.424876,-53.08767,-39.7323,-34.320239,-33.996645,-42.861424,-51.30095
1700.0,-34.802886,-42.894983,-58.579952,-40.200763,-34.371402,-33.888655,-42.568794,-51.755669
1750.0,-35.603424,-44.940803,-54.40232,-40.295173,-34.663284,-34.737721,-40.423344,-54.732497
1800.0,-35.836394,-42.499487,-50.98614,-39.146996,-34.253342,-34.182081,-40.561463,-54.822826
1850.0,-34.923973,-41.148826,-50.889653,-38.236828,-33.543935,-33.222075,-41.758621,-52.704946
1900.0,-34.515373,-41.963613,-55.632597,-38.274462,-33.479116,-33.317379,-41.458476,-52.033714
1950.0,-34.777344,-43.301489,-54.330648,-38.596494,-33.642208,-33.600514,-40.733529,-54.094462
2000.0,-34.589963,-42.393664,-50.277466,-38.157128,-33.042472,-33.278026,-40.198484,-55.945377
2050.0,-34.220779,-41.190146,-50.367795,-37.657253,-32.481004,-32.960797,-40.539146,-51.519306
2100.0,-33.996015,-41.267491,-51.971534,-37.72327,-32.626736,-32.760216,-41.205602,-50.540708
2150.0,-34.023084,-42.006124,-52.585536,-38.314823,-32.849909,-32.738405,-40.205968,-52.097537
2200.0,-34.019008,-41.020408,-49.158913,-38.001426,-32.438479,-32.424473,-39.911402,-51.231257
2250.0,-33.802963,-39.950835,-49.099058,-38.44722,-31.904209,-32.018107,-40.490739,-50.210739
2300.0,-33.672341,-40.279814,-50.632043,-39.439313,-31.872411,-31.903994,-40.802588,-49.617294
2350.0,-33.570318,-40.8255,-50.270861,-39.247586,-32.165112,-31.967351,-40.176994,-50.131165
2400.0,-33.5925,-39.740494,-48.469262,-38.790184,-31.593153,-31.897456,-39.780789,-50.040513
2450.0,-33.52926,-39.009955,-48.935377,-39.463439,-31.043064,-31.638885,-40.000938,-49.944692
2500.0,-33.09658,-39.836379,-50.241265,-39.672203,-31.132734,-31.658405,-40.175564,-50.130177
2550.0,-32.707556,-40.93431,-51.248632,-39.43802,-31.209992,-31.790655,-39.586446,-50.135609
2600.0,-32.751645,-39.581709,-49.414595,-39.06358,-30.946897,-31.545259,-38.609804,-50.561447
2650.0,-32.622657,-38.887028,-50.276184,-38.492518,-30.618565,-31.564402,-38.526903,-49.64778
