Freq (MHz),P1_TX1_P2_RX1 SCD21,P1_TX2_P2_RX2 SCD21,P1_TX3_P2_RX3 SCD21,P1_TX4_P2_RX4 SCD21,P2_TX1_P1_RX1 SCD21,P2_TX2_P1_RX2 SCD21,P2_TX3_P1_RX3 SCD21,P2_TX4_P1_RX4 SCD21
50.0,-66.311305,-58.571583,-66.83156,-60.889807,-66.655681,-64.013003,-65.432165,-63.825011
100.0,-64.136532,-54.767183,-63.580903,-55.996896,-65.043354,-62.040819,-62.733501,-61.008599
150.0,-66.388684,-52.030087,-61.22041,-53.166545,-70.394685,-61.965744,-64.471576,-57.694268
200.0,-75.661495,-50.848612,-58.900364,-51.911528,-72.177708,-63.232643,-65.876073,-55.179526
250.0,-86.32589,-48.974109,-55.985972,-49.890803,-71.791229,-67.453256,-68.594769,-52.970419
300.0,-73.686258,-47.128006,-54.372456,-47.719823,-65.879901,-68.191017,-75.431274,-53.207265
350.0,-70.906187,-45.49406,-53.399791,-46.810256,-77.708708,-62.578525,-68.826848,-50.252245
400.0,-79.31544,-44.604973,-52.838459,-46.071113,-74.114102,-56.77481,-60.703322,-50.299433
450.0,-69.677599,-43.167816,-50.823225,-44.331667,-68.172056,-59.914352,-59.485927,-49.894764
500.0,-68.345954,-41.659061,-49.385498,-43.445118,-65.331481,-61.056628,-58.876956,-47.741914
550.0,-70.991573,-41.001137,-50.31188,-43.263087,-75.102242,-56.353443,-60.117592,-47.860281
600.0,-68.79994,-39.937569,-48.525538,-42.001449,-65.040756,-56.350445,-59.093433,-48.598713
650.0,-63.359339,-38.942649,-46.138421,-40.700279,-65.66594,-60.66522,-58.258252,-46.660735
700.0,-60.4913,-38.861333,-45.709846,-40.642591,-68.199945,-53.649578,-55.931212,-44.647229
750.0,-64.723254,-38.453826,-45.069804,-40.374758,-64.045145,-54.13429,-57.113813,-44.709266
800.0,-66.783888,-37.567254,-44.516176,-39.923253,-64.636073,-58.993241,-63.970998,-44.717734
850.0,-68.201555,-36.684204,-44.323732,-39.042196,-69.843123,-54.138974,-58.693646,-43.668604
900.0,-67.491124,-36.627808,-44.203487,-38.24957,-76.682398,-51.828766,-57.453713,-42.407187
950.0,-64.080726,-36.874492,-43.640948,-37.611196,-66.567715,-52.340188,-59.988265,-43.104476
1000.0,-63.26237,-36.552037,-42.974904,-37.048752,-64.229157,-56.94369,-62.01625,-43.601963
1050.0,-62.885714,-35.557709,-42.327354,-36.660771,-60.970103,-52.562927,-56.84563,-42.294531
1100.0,-67.348406,-35.230739,-42.466489,-36.503239,-65.308646,-49.681385,-55.245242,-41.176597
1150.0,-61.642171,-35.675386,-42.76178,-36.401542,-64.418374,-51.734572,-59.465069,-41.49855
1200.0,-58.260823,-35.431714,-41.549568,-35.935737,-60.730508,-53.663749,-61.506203,-42.065811
1250.0,-56.076345,-34.246307,-40.457262,-35.56324,-60.235194,-49.452483,-53.116526,-41.353327
1300.0,-61.626381,-33.861558,-41.273956,-35.591628,-60.463247,-47.314984,-51.722171,-40.700778
1350.0,-63.257255,-34.605751,-41.705753,-35.175483,-70.356853,-49.97703,-58.827385,-40.7495
1400.0,-55.098198,-34.353356,-39.822532,-34.316088,-62.988524,-52.976975,-55.670344,-40.923265
1450.0,-53.666401,-33.098413,-39.213072,-34.01858,-56.243383,-47.468494,-49.538586,-39.460097
1500.0,-55.838636,-32.798265,-40.498656,-34.29542,-56.45101,-45.775076,-49.641537,-38.961139
1550.0,-69.442108,-33.08247,-40.653957,-34.168906,-62.886318,-48.791818,-57.983548,-39.289314
1600.0,-59.206689,-32.683667,-39.026055,-33.435231,-59.069458,-51.402887,-58.123768,-39.395364
1650.0,-53.981118,-31.982354,-38.52469,-33.059387,-54.862478,-45.518877,-50.405802,-38.306201
1700.0,-55.593643,-32.186714,-39.476643,-33.115226,-55.664948,-44.690859,-51.315412,-38.110979
1750.0,-66.569115,-32.20717,-39.573799,-32.773642,-60.715298,-48.551237,-59.351731,-38.101639
1800.0,-57.78221,-31.598261,-38.475236,-32.167411,-60.130566,-48.650337,-60.982143,-38.018352
1850.0,-53.802803,-31.30915,-37.956227,-31.966028,-54.372599,-44.577418,-54.843628,-37.603547
1900.0,-52.931976,-31.453839,-38.504772,-32.065281,-53.532486,-44.939979,-53.864885,-37.242883
1950.0,-57.105804,-31.541604,-38.732081,-31.770788,-58.928323,-46.954917,-56.182685,-37.264078
2000.0,-60.182357,-31.264519,-37.893678,-31.096235,-59.717338,-46.677333,-60.910558,-37.389894
2050.0,-57.68691,-30.946287,-37.527559,-30.608129,-53.153079,-44.932795,-54.158689,-36.830095
