Freq_MHz,mean,std,count
50.0,-29.91411079,0.3492876180169362,200
100.0,-34.449292375,0.6742207978305186,200
150.0,-35.81742969,1.4222279301174918,200
200.0,-33.943086825,1.1647157014600138,200
250.0,-42.324565385,3.640276064006176,200
300.0,-37.722787724999996,4.098409225708024,200
350.0,-29.233504935,1.7574972878528778,200
400.0,-26.723644125,1.4057426518591982,200
450.0,-31.14151144,1.1909034957943214,200
500.0,-32.22526173,3.170401245940986,200
550.0,-23.048832105000002,1.4339992929244922,200
600.0,-23.225918215,0.8797796548389786,200
650.0,-33.979262375,4.506343871877923,200
700.0,-25.15089327,2.1880740664483103,200
750.0,-21.038025945,1.0554440770793452,200
800.0,-23.336296075,1.1178578078225458,200
850.0,-34.380283155,5.33888365855894,200
900.0,-24.011680725,1.9151387888458289,200
950.0,-21.493672085,0.9543707551268874,200
1000.0,-24.66172595,1.67576269662093,200
1050.0,-34.648154205,5.661963634781561,200
1100.0,-24.47785005,1.7832231853869858,200
1150.0,-21.729463185,0.8836562409467957,200
1200.0,-24.653793770000004,1.9673855314850994,200
1250.0,-31.62868011,5.8463902251585,200
1300.0,-23.430129115,1.2018024802082137,200
1350.0,-21.872750205000003,1.2386232385067046,200
1400.0,-24.383575810000004,2.371588632061929,200
1450.0,-26.36399969,3.1988912766463273,200
1500.0,-23.071310335,1.1471729107930284,200
1550.0,-23.227278045,2.1554598476853357,200
1600.0,-25.05672215,2.9819652468195157,200
1650.0,-25.382515039999998,2.337719333020929,200
1700.0,-25.144492285000002,2.589287638717077,200
1750.0,-25.9927372,3.75418153442097,200
1800.0,-26.978614859999997,3.849842587698619,200
1850.0,-26.007315695000003,1.7261259996198361,200
1900.0,-28.542777925,6.113917074100518,200
1950.0,-29.132148625,5.648168272943311,200
2000.0,-27.609708685,3.4066712619463297,200
2050.0,-25.071728945,1.9444908995808705,200
2100.0,-29.69697397,8.094131993646984,200
2150.0,-29.08598579,3.6815540783648113,200
2200.0,-25.608781805,1.9578035145081458,200
2250.0,-25.102894420000002,3.6007965385721024,200
2300.0,-28.48908838,4.826557917104179,200
2350.0,-28.333188685,3.1502786216102345,200
2400.0,-25.429805865,2.208761868826564,200
2450.0,-28.084553704999998,5.806479714160639,200
2500.0,-29.320300655,4.911136892763724,200
2550.0,-29.325225279999998,4.642143874766688,200
2600.0,-27.90868332,4.161944387259251,200
2650.0,-30.362800425,6.951189693030713,200
2700.0,-29.601716965,5.49436329265985,200
2750.0,-30.193529355,5.681722983924117,200
2800.0,-31.20724478,7.768245609695923,200
2850.0,-28.968628505,4.515275553377895,200
2900.0,-29.230818055,4.23040206963727,200
2950.0,-30.738419365,5.425489029647388,200
3000.0,-29.15064554,5.121529665816264,200
3050.0,-28.6539593,4.579003571386788,200
3100.0,-30.801730309999996,4.614031693285156,200
3150.0,-28.472920085000002,2.73473643778032,200
3200.0,-27.124906595000002,3.231723387903116,200
3250.0,-28.75727316,4.1272726375487006,200
3300.0,-31.017107065,5.232290408730814,200
3350.0,-27.147060915,2.4438944239572793,200
3400.0,-25.973267105,2.488247128958368,200
3450.0,-27.791957755,3.7315526737396656,200
3500.0,-30.28032285,5.603925306943027,200
3550.0,-26.58263437,2.7207836357469755,200
3600.0,-25.01903001,2.600881372234693,200
3650.0,-26.942934384999997,3.586249687730095,200
3700.0,-28.96861201,3.706985770517528,200
3750.0,-26.03192897,2.955308889467084,200
3800.0,-24.508007975,3.3202548755905092,200
3850.0,-25.605082345,3.8823188446539443,200
3900.0,-27.91935164,4.739597802322728,200
3950.0,-25.73548548,4.438847493177791,200
4000.0,-23.66352574,3.5610255893190406,200
4050.0,-24.986665425,6.226648092238002,200
4100.0,-27.935836145,6.891548872017005,200
4150.0,-25.796141655,4.4178928470113545,200
4200.0,-23.110684244999998,3.8201533662870526,200
4250.0,-25.159252754999997,6.976037219057031,200
4300.0,-28.9595753,7.428458331646084,200
4350.0,-26.844088185,4.480214805502816,200
4400.0,-23.491224994999996,4.087115702505777,200
4450.0,-24.823953860000003,6.218178863460479,200
4500.0,-27.84243853,5.872193445909364,200
4550.0,-28.222453325,5.015718569062241,200
4600.0,-25.396867465,6.628146250916916,200
4650.0,-24.45098528,6.065808393256092,200
4700.0,-26.12686027,5.5475495049930625,200
4750.0,-27.67022427,4.180080290323262,200
4800.0,-25.092768409999998,5.095552466190916,200
4850.0,-25.245546779999998,8.149884813682984,200
4900.0,-24.219320185,5.026143870104718,200
4950.0,-26.491573025,4.087871849405442,200
5000.0,-25.81797586,6.614148312176791,200
5050.0,-23.967227055,6.233263087415768,200
5100.0,-23.556942775000003,6.087154248661689,200
5150.0,-26.579918495,6.350314069194783,200
5200.0,-26.497753134999996,3.9242266452934964,200
5250.0,-23.419356635,4.052086170900938,200
5300.0,-21.758967039999998,4.3397202477658485,200
5350.0,-24.415129590000003,5.213065379031183,200
5400.0,-29.786129900000002,5.200358226219609,200
5450.0,-23.96164737,3.4058490061099023,200
5500.0,-20.662261880000003,2.985857762709477,200
5550.0,-22.100674455,3.7137850701999215,200
5600.0,-28.441364545000003,5.3290526523641235,200
5650.0,-25.96689265,5.642338903696961,200
5700.0,-20.59695951,3.7974492595344156,200
5750.0,-20.345818755,3.413292281787274,200
5800.0,-24.048564745,4.000755218231875,200
5850.0,-26.581785975,7.287634441407688,200
5900.0,-20.49031153,4.346755573987363,200
5950.0,-18.92828818,2.848003001715463,200
6000.0,-21.602235055,2.965388565751149,200
6050.0,-25.566820699999997,4.643293292860544,200
6100.0,-20.821287560000002,3.766013619266291,200
6150.0,-18.60455554,2.4044974635500416,200
6200.0,-20.677965975000003,2.3733793899292936,200
6250.0,-26.517290575,4.631974789592913,200
6300.0,-22.72767165,3.509575542372147,200
6350.0,-18.85557855,1.7756544923679525,200
