Freq (MHz),P1_TX1_P2_RX1 SDD22,P1_TX2_P2_RX2 SDD22,P1_TX3_P2_RX3 SDD22,P1_TX4_P2_RX4 SDD22,P2_TX1_P1_RX1 SDD22,P2_TX2_P1_RX2 SDD22,P2_TX3_P1_RX3 SDD22,P2_TX4_P1_RX4 SDD22
50.0,-29.535181,-29.05436,-29.280264,-29.124535,-29.678632,-29.679643,-29.001548,-29.228837
100.0,-31.741369,-30.979865,-32.575509,-32.576687,-32.259665,-32.686364,-31.768719,-32.622214
150.0,-36.743602,-36.881656,-38.559424,-35.726232,-38.530894,-38.254372,-38.072656,-35.768852
200.0,-34.633868,-34.363469,-33.555436,-33.960826,-37.807662,-35.940802,-36.067169,-35.146369
250.0,-38.616538,-34.527701,-34.327331,-40.383132,-41.521126,-37.776664,-37.064242,-38.368841
300.0,-39.726431,-35.709612,-41.83963,-40.657909,-47.306157,-42.813639,-39.403903,-44.721883
350.0,-31.343677,-28.722003,-30.340435,-28.547867,-32.631216,-29.347006,-28.967177,-28.275404
400.0,-28.735037,-25.586717,-25.87203,-25.525859,-27.970423,-25.422565,-25.499852,-24.517466
450.0,-32.527594,-27.650367,-27.900538,-31.279729,-28.893907,-27.666418,-27.598962,-28.312246
500.0,-32.708884,-28.314156,-30.998037,-29.064987,-30.405669,-28.198071,-27.118749,-26.799334
550.0,-24.614225,-22.331152,-22.840401,-21.301668,-23.786784,-21.69676,-21.780499,-20.646019
600.0,-23.981236,-21.628546,-22.043713,-22.452705,-22.53157,-21.254862,-21.559104,-21.555161
650.0,-28.904994,-25.377608,-27.867233,-36.384415,-25.609855,-25.059463,-25.331328,-26.49673
700.0,-26.636132,-24.005667,-25.477963,-22.324637,-25.089924,-22.597869,-22.924007,-21.386423
750.0,-22.350322,-20.632382,-21.094821,-19.980959,-21.304678,-19.446502,-20.257169,-19.693631
800.0,-23.128696,-21.517809,-22.45123,-24.286873,-21.502074,-20.388314,-21.630152,-23.281898
850.0,-32.038374,-27.492578,-32.825529,-35.230879,-27.965159,-25.813976,-27.024242,-31.335333
900.0,-27.48674,-23.971346,-25.446973,-23.273544,-26.14039,-22.711391,-23.442732,-22.758063
950.0,-22.636764,-20.727138,-21.932446,-22.22453,-21.546964,-19.519697,-21.047936,-21.583269
1000.0,-23.65874,-22.294064,-24.111036,-25.680684,-22.495677,-20.89228,-23.571467,-26.127156
1050.0,-34.569819,-30.720221,-39.583516,-31.897457,-32.836642,-28.679389,-32.768328,-40.360412
1100.0,-28.128204,-24.600263,-26.865884,-24.747768,-27.463882,-23.580066,-24.832017,-24.010727
1150.0,-21.93047,-20.751874,-22.598923,-21.742888,-21.534975,-19.327359,-21.477989,-21.658116
1200.0,-22.606445,-23.213607,-25.185306,-24.608545,-22.409923,-20.89859,-24.104082,-25.813645
1250.0,-32.170536,-33.577164,-42.602503,-33.921859,-31.095431,-29.097423,-32.899635,-38.050391
1300.0,-26.618993,-23.301291,-26.281343,-24.387423,-26.46639,-22.296399,-24.446964,-24.172192
1350.0,-21.492024,-21.011569,-23.904115,-23.847658,-21.360527,-18.868439,-22.490704,-24.11287
1400.0,-23.457758,-24.992998,-28.083475,-29.384658,-22.937851,-21.051808,-26.195798,-33.66187
1450.0,-40.978465,-38.974266,-37.446213,-25.918676,-33.810501,-29.236879,-33.113476,-29.396225
1500.0,-25.355638,-24.85259,-28.589856,-25.446173,-24.656907,-22.153659,-25.297433,-26.9796
1550.0,-22.944644,-23.816734,-29.705427,-35.80943,-21.499392,-20.020143,-25.128861,-34.580916
1600.0,-27.140636,-28.969955,-32.88987,-25.110709,-24.624699,-23.620493,-34.621029,-29.09789
1650.0,-33.507173,-33.355575,-28.234285,-22.374535,-39.318243,-31.620601,-31.13266,-25.306538
1700.0,-27.128332,-28.331384,-29.760092,-29.007163,-24.822867,-23.473703,-26.647051,-31.089495
1750.0,-26.832745,-26.989765,-43.707642,-28.344736,-22.871481,-22.613748,-30.421634,-30.328921
1800.0,-29.291506,-27.136411,-28.860196,-21.589393,-28.590967,-30.062678,-39.424777,-23.523449
1850.0,-27.654381,-27.798588,-26.628242,-23.427532,-32.749617,-32.171435,-28.560007,-24.960505
1900.0,-27.34937,-29.287858,-31.392599,-32.197667,-24.127814,-24.661606,-28.289129,-30.669415
1950.0,-29.487854,-28.396397,-38.050447,-24.413633,-24.476815,-26.028571,-37.143223,-25.491779
2000.0,-27.889041,-25.407757,-27.818331,-22.718861,-33.73679,-37.935973,-34.392877,-24.515154
2050.0,-25.614694,-24.975053,-26.408115,-26.356166,-28.28605,-31.092655,-28.439297,-27.473198
2100.0,-25.708536,-30.100989,-29.573214,-28.639275,-23.612871,-27.491081,-27.639507,-26.444039
2150.0,-30.412599,-31.662271,-28.811652,-24.161665,-26.319264,-32.632537,-28.927507,-24.334115
2200.0,-28.725848,-23.447223,-24.900542,-24.026515,-45.168611,-43.458462,-30.269717,-24.944466
2250.0,-23.668217,-23.479291,-24.732323,-26.993158,-24.994376,-31.527498,-27.196708,-24.9369
2300.0,-24.702217,-34.322708,-24.94896,-25.161894,-23.113793,-33.723975,-24.154165,-23.200294
